369.52613,45,322
369.526129,51,348
369.526128,50,344
369.526127,313,1113
369.526126,330,1210
369.526125,325,1154
369.526124,390,1377
369.526123,393,1364
369.526122,426,1491
369.526121,417,1457
369.52612,480,1660
369.526119,458,1635
369.526118,531,1899
369.526117,582,2041
369.526116,609,2152
369.526115,650,2394
369.526114,654,2366
369.526113,647,2323
369.526112,744,3066
369.526111,767,3124
369.52611,835,3772
369.526109,888,4868
369.526108,895,5065
369.526107,886,4936
369.526106,883,4991
369.526105,897,4938
369.526104,910,6296
369.526103,897,6051
369.526102,923,6581
369.526101,929,7030
369.5261,930,7922
369.526099,936,7673
369.526098,946,8082
369.526097,935,7914
369.526096,937,8074
369.526095,934,7848
369.526094,784,3282
369.526093,95,538
369.526092,62,421
369.526091,59,347
369.52609,57,369
369.526089,39,361
369.526088,62,398
369.526087,64,367
369.526086,45,345
369.526085,51,375
369.526084,48,322
369.526083,53,333
369.526082,41,328
369.526081,40,348
369.52608,42,350
369.526079,58,350
369.526078,55,370
369.526077,51,336
369.526076,54,354
369.526075,51,351
369.526074,47,326
369.526073,55,367
369.526072,57,351
369.526071,53,349
