228.0,623.0,95.0,871.0351353568676
228.01,609.0,97.0,871.0351350921285
228.02,642.0,98.0,871.0351353315828
228.03,695.0,98.0,871.0351352243949
228.04,717.0,99.0,871.03513515912
228.05,742.0,99.0,871.0351351747183
228.06,768.0,99.0,871.0351352107612
228.07,789.0,99.0,871.0351349955624
228.08,702.0,100.0,871.0351352340125
228.09,801.0,99.0,871.0351351746309
228.1,749.0,99.0,871.0351353491695
228.11,826.0,100.0,871.0351348349798
228.12,784.0,100.0,871.0351348582608
228.13,847.0,98.0,871.0351351104889
228.14,852.0,98.0,871.0351351344151
228.15,869.0,99.0,871.0351351043297
228.16,850.0,99.0,871.0351350966807
228.17,808.0,98.0,871.0351351714686
228.18,868.0,100.0,871.0351352797169
228.19,911.0,100.0,871.0351349787242
228.2,908.0,98.0,871.0351350075064
228.21,815.0,98.0,871.0351352484371
228.22,921.0,100.0,871.0351350164316
228.23,814.0,100.0,871.0351351735949
228.24,765.0,96.0,871.0351352814369
228.25,847.0,99.0,871.0351352805625
228.26,822.0,99.0,871.0351351506074
228.27,789.0,98.0,871.0351351127201
228.28,864.0,100.0,871.0351349937492
228.29,826.0,100.0,871.0351352109719
228.3,924.0,100.0,871.0351349666464
228.31,928.0,100.0,871.0351351464349
228.32,949.0,100.0,871.0351351831874
228.33,923.0,99.0,871.0351350406794
228.34,786.0,99.0,871.0351352985338
228.35,821.0,99.0,871.0351349127045
228.36,804.0,98.0,871.0351350898763
228.37,788.0,98.0,871.0351351247158
228.38,849.0,99.0,871.0351350877603
228.39,734.0,100.0,871.0351350516316
228.4,739.0,98.0,871.0351352908464
228.41,794.0,100.0,871.0351351063437
228.42,847.0,100.0,871.0351348336304
228.43,790.0,99.0,871.0351351754704
228.44,857.0,99.0,871.0351350741367
228.45,841.0,99.0,871.0351351497076
228.46,798.0,100.0,871.0351350904334
228.47,843.0,99.0,871.0351350877943
228.48,834.0,100.0,871.035135005262
228.49,859.0,100.0,871.0351352283087
228.5,924.0,99.0,871.0351352856472
228.51,824.0,100.0,871.0351352771993
