210.025,76,74,74,67,72,363,352,355,322,354
210.055,72,74,73,77,72,341,322,374,373,359
210.08,65,75,74,79,71,325,343,381,375,365
210.1,84,75,75,73,80,417,358,366,379,381
210.125,81,79,80,77,75,385,392,403,385,367
210.135,75,74,79,81,80,338,342,351,384,361
210.16,77,80,77,76,76,363,389,385,340,353
210.165,72,71,74,73,73,336,358,327,344,344
210.185,69,75,72,76,67,287,328,320,363,321
210.255,72,73,79,72,72,318,346,365,335,349
210.265,79,80,77,71,74,394,402,327,333,315
210.325,77,79,75,72,68,362,373,363,291,296
210.33,78,77,70,75,71,362,331,335,369,341
210.365,78,78,74,68,77,368,342,376,335,353
210.425,66,67,75,72,69,331,301,371,300,298
210.465,80,67,65,77,74,421,351,307,368,357
210.5,78,65,75,73,79,383,304,354,348,370
210.54,76,71,78,70,68,348,335,367,281,306
210.595,66,75,77,76,67,309,365,357,348,316
210.615,76,75,66,82,73,366,349,311,373,345
210.62,77,75,71,77,75,340,362,352,355,340
210.645,73,73,72,69,66,354,340,319,309,304
210.66,67,77,70,80,76,299,369,327,379,335
210.675,66,71,64,66,66,299,326,319,310,295
210.68,71,81,66,73,67,315,387,309,328,283
210.73,70,76,67,76,76,334,332,273,347,330
210.74,72,75,75,73,73,290,309,330,322,334
210.83,77,70,78,77,74,363,321,339,312,316
210.835,65,80,77,65,68,306,351,341,305,304
210.865,66,70,66,73,69,302,316,284,291,291
210.875,74,79,74,74,72,320,331,347,316,320
210.885,69,70,72,70,74,311,308,309,287,315
210.895,71,75,70,71,66,267,321,328,315,279
210.9,68,78,76,63,67,316,357,338,268,286
210.91,74,64,74,76,71,328,276,312,374,314
210.93,74,72,75,64,71,286,320,317,267,287
210.945,68,59,79,70,69,293,261,334,271,300
211.0,72,68,77,73,71,314,290,296,284,302
211.01,69,69,69,78,69,299,306,305,337,313
211.015,69,75,65,66,70,279,326,275,282,295
211.02,75,72,67,72,73,301,290,288,288,290
211.03,71,66,75,66,65,257,267,323,256,259
211.035,70,72,74,67,62,279,283,263,274,252
211.04,69,65,63,70,64,290,234,278,313,274
211.045,64,68,63,69,65,267,277,242,290,255
211.05,57,72,74,70,73,220,303,337,273,282
211.055,69,67,72,73,64,284,276,302,297,249
211.06,59,62,73,63,65,244,232,277,242,258
211.065,70,66,73,79,61,297,272,308,352,265
211.09,65,76,75,69,70,264,333,304,308,343
211.105,67,73,76,75,69,303,320,333,329,296
211.115,65,70,69,74,68,270,285,300,319,319
211.18,67,79,71,72,73,321,399,328,318,345
211.19,81,75,76,70,69,416,384,352,332,309
211.195,74,73,78,74,74,333,355,361,387,366
211.21,76,69,71,74,78,365,316,359,319,357
211.235,74,75,76,79,72,340,375,354,352,341
211.3,75,75,74,69,72,354,359,361,312,358
211.575,72,61,76,67,78,352,270,373,339,380
211.775,68,80,77,74,81,378,385,380,360,357
211.81,83,81,76,69,76,407,414,428,335,388
211.985,78,75,80,70,72,453,393,418,334,333
211.995,73,70,72,80,78,372,362,349,401,399
212.025,82,77,76,63,76,436,388,407,305,389
212.175,84,76,75,72,74,454,364,349,359,354
212.285,76,70,81,75,81,375,339,404,364,410
212.305,67,67,71,73,74,343,293,347,341,353
212.49,76,72,78,81,78,345,329,389,404,384
212.5,85,74,84,75,67,449,359,396,343,329
212.51,78,68,80,76,64,381,290,345,320,294
212.525,75,76,73,73,72,345,363,351,345,314
212.53,73,72,73,76,80,309,348,367,344,366
212.59,75,67,79,70,77,313,300,369,331,332
212.6,66,78,78,74,68,307,375,386,335,286
212.61,71,86,78,82,79,310,415,375,391,344
212.645,73,75,75,57,60,353,371,300,266,279
212.66,71,68,69,76,70,335,316,315,341,318
212.715,67,71,75,66,70,316,359,318,328,321
212.72,66,77,77,77,76,310,376,388,342,362
212.745,72,73,69,75,77,339,337,328,342,379
212.875,76,71,75,70,73,326,336,343,344,307
212.89,71,78,78,60,82,326,336,323,241,395
212.97,76,70,66,66,70,373,262,259,284,288
212.985,74,74,79,67,66,301,275,333,259,276
212.99,67,73,66,73,67,281,326,297,325,278
213.005,66,71,68,71,64,259,287,281,286,276
213.015,67,60,61,68,65,246,256,254,293,285
213.02,75,74,71,78,72,303,305,287,330,312
213.025,78,77,66,68,73,312,330,268,341,317
