20.41877508163452,235.4685,54.5
45.853668451309204,235.4685,49.0
71.2262372970581,235.4695,53.5
96.62288069725037,235.46800000000002,57.0
122.09456515312195,235.4685,52.0
147.50425243377686,235.4695,54.5
172.91930890083313,235.4685,52.0
198.34533858299255,235.46900000000002,55.0
566.9737939834595,235.467,3.5
592.2662386894226,235.4735,59.0
617.6936769485474,235.4735,62.5
643.0110580921173,235.473,63.0
668.4948642253876,235.4735,57.5
693.9091160297394,235.4735,55.5
719.2674245834351,235.4735,61.5
744.5541477203369,235.4735,57.5
769.8307316303253,235.4735,56.0
795.1594088077545,235.4745,59.0
820.4340174198151,235.4735,57.5
845.700555562973,235.47250000000003,60.0
870.9922466278076,235.4735,60.0
896.3437924385071,235.473,60.5
921.637494802475,235.4735,58.0
946.9962401390076,235.472,55.5
972.3810622692108,235.47250000000003,57.5
997.7713253498077,235.47250000000003,55.5
1047.2059576511383,235.4735,30.0
1072.5431497097015,235.47150000000002,53.5
1097.8174464702606,235.47,53.0
1123.1198470592499,235.47050000000002,54.0
1148.465478181839,235.471,51.0
1173.7144150733948,235.47150000000002,55.5
1198.9769034385681,235.47150000000002,16.0
1224.2518982887268,235.471,51.0
1249.613919019699,235.47,55.5
1274.9391775131226,235.4695,58.5
1300.2069914340973,235.471,50.5
1325.519336938858,235.47150000000002,52.0
1350.7312860488892,235.47150000000002,55.5
1376.1085300445557,235.47150000000002,55.0
1401.4060988426208,235.47050000000002,53.5
1426.6388499736786,235.47050000000002,52.5
1452.0023920536041,235.47150000000002,56.5
1477.307820558548,235.47050000000002,50.5
1502.6757311820984,235.47,50.0
1527.9847252368927,235.471,53.5
1553.2360544204712,235.471,57.5
1578.599695444107,235.47150000000002,54.0
1603.8798809051514,235.47050000000002,51.5
1629.255820274353,235.47050000000002,49.0
1654.561815738678,235.471,54.0
1679.9142017364502,235.47050000000002,57.5
1705.2114515304565,235.471,53.0
1730.4937291145325,235.47050000000002,51.5
1755.8209500312805,235.4695,54.5
1781.121478319168,235.4695,49.0
1806.4366083145142,235.47050000000002,54.0
1831.7177996635437,235.47050000000002,49.5
1856.991206407547,235.471,54.0
1882.2455654144287,235.4695,54.5
1907.6076657772064,235.47,50.5
1932.9591281414032,235.46900000000002,50.5
1958.219081401825,235.47050000000002,56.0
1983.5728032588959,235.47050000000002,53.0
2008.8361344337463,235.46900000000002,55.5
2034.166930437088,235.46900000000002,52.5
2059.544171333313,235.46900000000002,52.5
2096.9207906723022,235.4695,55.0
2122.211401939392,235.4695,52.5
2147.515241384506,235.46900000000002,53.0
2172.936090707779,235.46900000000002,54.5
2198.1931178569794,235.4695,53.5
2223.526776075363,235.47,57.5
2248.8665778636932,235.46900000000002,55.0
2274.122749567032,235.47050000000002,55.5
2299.505630970001,235.4685,50.0
2324.7439918518066,235.47,53.5
2350.035696029663,235.471,53.5
2375.3839857578278,235.4695,50.5
2400.711384534836,235.4695,47.0
2426.0309925079346,235.46900000000002,54.5
2451.3626296520233,235.4685,56.0
2476.686778783798,235.4695,51.0
2502.002478122711,235.46800000000002,58.5
2527.28968334198,235.46900000000002,52.0
2552.6231877803802,235.47500000000002,19.0
2577.950326681137,235.4695,51.5
2603.271908760071,235.4695,50.5
2628.5858960151672,235.4695,59.0
2653.9058787822723,235.47,52.5
2679.139168739319,235.4695,55.0
2704.5843620300293,235.46900000000002,57.5
2729.9959280490875,235.46900000000002,52.0
2755.31090426445,235.4695,57.0
2780.677213907242,235.47050000000002,54.0
2806.004101037979,235.46900000000002,56.0
2831.2780742645264,235.47,54.0
2856.6887907981873,235.46900000000002,56.0
2882.050639152527,235.47,55.5
2907.4336359500885,235.4695,52.5
2932.7446250915527,235.46900000000002,51.5
2958.062922000885,235.46900000000002,49.0
2983.2892866134644,235.47,49.5
3008.653388261795,235.47,53.5
3034.0048685073853,235.47,56.5
3059.394586801529,235.46900000000002,49.0
3084.7135713100433,235.47050000000002,56.0
3110.0707602500916,235.4685,57.5
3135.410690307617,235.46900000000002,53.5
3160.753782749176,235.4695,57.0
3186.033698797226,235.4695,59.0
3211.4160554409027,235.4695,49.0
3236.726853132248,235.4695,47.5
3262.121524333954,235.47,46.5
3287.4449651241302,235.4695,53.0
3312.7391028404236,235.4695,55.5
3338.029868364334,235.47,53.0
3363.3705542087555,235.4695,53.0
3388.761310338974,235.4695,53.5
3414.059539079666,235.4695,52.0
3439.470582008362,235.47050000000002,54.0
3464.779972076416,235.47,53.0
3490.10133767128,235.4695,54.0
3515.485727787018,235.47,58.5
3540.8158807754517,235.4695,57.0
3566.1433527469635,235.47,51.5
3591.378069639206,235.47050000000002,54.0
3616.7880942821503,235.47050000000002,56.0
3642.048985719681,235.47050000000002,56.5
3667.390205144882,235.4695,56.5
3692.690064430237,235.47,56.0
3717.971508026123,235.47050000000002,58.5
3743.3518965244293,235.4695,51.5
3768.6659536361694,235.4695,54.0
3794.0650947093964,235.47,50.5
3819.435029029846,235.47050000000002,55.0
3844.695885658264,235.47150000000002,55.5
3870.136430501938,235.4695,49.5
3895.6196687221527,235.4695,54.0
3922.800197124481,235.4675,3.0
3948.1840212345123,235.47050000000002,45.5
3973.6398165225983,235.46900000000002,57.0
3999.039870262146,235.4695,50.5
4024.3636140823364,235.47050000000002,53.5
4049.804379463196,235.47050000000002,54.5
4075.151790380478,235.47,53.5
4100.47308921814,235.4695,52.5
4578.560316801071,235.472,1.0
4603.949278831482,235.47650000000002,56.5
4629.268719434738,235.476,55.5
4654.791629314423,235.476,59.5
4680.397698640823,235.4755,58.0
4706.214378356934,235.47500000000002,55.0
4732.255008220673,235.47500000000002,56.0
4757.712372779846,235.4745,54.5
4783.153024435043,235.4755,52.0
4808.433793306351,235.4745,55.5
4833.967932224274,235.47500000000002,56.0
4859.272378206253,235.4745,58.0
4884.661417007446,235.4745,54.0
4910.063816785812,235.47400000000002,49.5
4935.454174041748,235.4745,55.0
4960.828652620316,235.47400000000002,52.0
4986.230963468552,235.47400000000002,51.5
5011.563295841217,235.47400000000002,58.5
5036.927347421646,235.4745,55.0
5062.3514494895935,235.4735,50.0
