871.03468,1746,1981,97.33333333,871.0346874
871.0346802,1778,2077,97,871.0346829
871.0346804,1994,2179,98,871.034682
871.0346806,1963,2197,98.66666667,871.0346831
871.0346808,1927,2194,98.33333333,871.0346827
871.034681,2124,2224,98.66666667,871.0346768
871.0346812,2216,2260,99.66666667,871.0346717
871.0346814,2093,2304,98.66666667,871.0346732
871.0346816,2290,2150,99.66666667,871.0346656
871.0346818,2138,2336,99.33333333,871.0346686
871.034682,2087,2238,98.33333333,871.0346737
871.0346822,2075,2241,98.66666667,871.0346757
871.0346824,2120,2202,99.66666667,871.0346791
871.0346826,2119,2268,99,871.0346817
871.0346828,1948,2234,97.33333333,871.0346855
871.034683,1794,2157,97.33333333,871.0346886
871.0346832,1679,2177,97.33333333,871.0346905
871.0346834,1630,1957,97.33333333,871.0346887
871.0346836,1976,1988,97.33333333,871.0346852
871.0346838,2001,2018,97,871.0346842
871.034684,2236,1970,98.33333333,871.0346765
871.0346842,2258,1998,98.66666667,871.0346758
871.0346844,2310,1997,98.66666667,871.0346751
871.0346846,2269,2051,98,871.034676
871.0346848,2235,1985,99.33333333,871.0346754
871.034685,2217,2012,99.66666667,871.0346755
871.0346852,2150,2127,98,871.0346732
871.0346854,2397,2174,98,871.034672
871.0346856,2315,2141,99.33333333,871.0346715
871.0346858,2271,2288,98.66666667,871.0346721
871.034686,2302,2317,98.66666667,871.0346763
871.0346862,2193,2214,98,871.0346831
871.0346864,1975,2177,97.66666667,871.034689
871.0346866,1818,2324,99,871.0346921
871.0346868,1769,2146,97,871.0346928
871.034687,1775,2118,98.66666667,871.0346931
871.0346872,1910,2063,98,871.0346921
871.0346874,1949,2144,99.33333333,871.034689
871.0346876,2195,2321,99.33333333,871.0346869
871.0346878,2148,2221,98.66666667,871.034687
871.034688,2127,2289,98.33333333,871.0346876
871.0346882,2126,2231,98.33333333,871.0346866
871.0346884,2055,2183,99,871.0346889
871.0346886,1952,2229,98.33333333,871.0346921
871.0346888,1954,2196,98.66666667,871.0346914
871.034689,1889,2260,97,871.0346922
871.0346892,2056,2233,98.66666667,871.0346901
871.0346894,2391,2262,99.33333333,871.0346847
871.0346896,2283,2143,99.33333333,871.0346815
871.0346898,2248,2334,99,871.0346829
871.03469,2277,2336,98,871.0346842
871.0346902,2094,2381,98.33333333,871.0346866
871.0346904,2182,2318,98.33333333,871.034686
871.0346906,2203,2369,98,871.0346817
871.0346908,2243,2395,98.66666667,871.0346831
871.034691,2362,2290,100,871.0346821
871.0346912,2209,2212,99,871.0346857
871.0346914,2298,2210,99.33333333,871.0346877
871.0346916,2097,2250,99,871.034687
871.0346918,2208,2201,99,871.0346879
871.034692,2146,2402,98.33333333,871.0346874
871.0346922,2203,2316,99.33333333,871.034687
871.0346924,2201,2339,98.66666667,871.0346864
871.0346926,2243,2323,99.33333333,871.0346878
871.0346928,2247,2414,99,871.0346893
871.034693,2255,2283,99,871.0346912
871.0346932,2186,2249,98.66666667,871.0346906
871.0346934,2197,2160,99.66666667,871.0346936
871.0346936,2094,2275,99,871.0346955
871.0346938,1927,2300,97.33333333,871.0346965
871.034694,1899,2025,98.33333333,871.0346983
871.0346942,1946,1962,99.33333333,871.0346984
871.0346944,1994,2052,98.33333333,871.0346958
871.0346946,2131,1930,98.33333333,871.0346946
871.0346948,2097,2165,99,871.0346959
871.034695,2023,2193,98,871.0346963
871.0346952,2202,2333,99,871.0346936
871.0346954,2198,2305,98.33333333,871.0346919
871.0346956,2246,2219,98,871.0346929
871.0346958,2097,2232,99.33333333,871.0346961
871.034696,2075,2244,98.66666667,871.0346999
871.0346962,1815,2303,98.33333333,871.0347011
871.0346964,1985,2165,98.66666667,871.0346989
871.0346966,2113,2208,98.66666667,871.0346973
871.0346968,2042,2248,96.66666667,871.034697
871.034697,2145,2223,99,871.0346976
871.0346972,2039,2173,98.33333333,871.0346988
871.0346974,2143,2150,98,871.0346977
871.0346976,2112,2047,99.33333333,871.034698
871.0346978,2016,2028,97.66666667,871.0346994
871.034698,1865,1848,97,871.034704
871.0346982,1989,1954,98.66666667,871.0347009
871.0346984,2132,1977,98.66666667,871.0346972
871.0346986,2257,1944,98.33333333,871.0346933
871.0346988,2246,2013,99.33333333,871.0346936
871.034699,2281,2129,98.66666667,871.034692
871.0346992,2281,2284,99.66666667,871.0346938
871.0346994,2291,2389,98,871.0346984
871.0346996,2102,2330,98.66666667,871.0347006
871.0346998,2154,2319,99.66666667,871.0346966
871.0347,2165,2265,98.33333333,871.0346962
871.0347002,2095,2114,99.33333333,871.0347007
871.0347004,2125,2147,97.66666667,871.0346986
871.0347006,2222,2008,99.33333333,871.0346946
871.0347008,2292,1999,99.33333333,871.0346922
871.034701,1923,2099,98.33333333,871.0347063
