369.52612,1000,9881
369.526119,998,8542
369.526118,998,8337
369.526117,996,8330
369.526116,999,8131
369.526115,999,8686
369.526114,998,8864
369.526113,999,8878
369.526112,1000,9311
369.526111,999,8962
369.52611,1000,9442
369.526109,1000,9233
369.52610799999997,1000,9863
369.52610699999997,1000,10186
369.52610599999997,1000,10721
369.526105,999,10667
369.526104,1000,10570
369.526103,1000,11528
369.526102,1000,11915
369.526101,1000,12042
369.5261,1000,12585
369.526099,1000,13625
369.526098,1000,13550
