138.4725,98,88,100,98,94
138.624,88,100,96,86,96
138.72150000000002,82,94,94,90,90
138.76000000000002,84,92,96,96,92
138.773,96,86,94,92,94
138.87900000000002,94,94,94,94,90
138.8965,96,96,92,80,94
138.965,92,92,94,94,96
139.1235,90,90,92,94,92
139.19,94,92,98,90,96
139.201,88,92,96,90,94
139.268,96,92,94,90,96
139.4025,92,82,80,84,80
139.40300000000002,66,86,84,86,82
139.406,80,84,78,96,80
139.4065,84,74,82,84,86
139.407,82,78,82,90,86
139.4085,80,88,90,74,92
139.4125,94,86,88,88,80
139.416,86,78,88,86,90
139.4225,84,88,88,82,88
139.4425,90,80,80,88,90
139.449,90,92,92,92,2
139.4555,92,90,66,86,80
139.457,82,76,90,88,82
139.458,88,84,86,82,86
139.4605,80,78,76,78,88
139.46200000000002,88,88,94,88,84
139.463,74,82,80,76,86
139.46450000000002,66,70,80,86,76
139.465,68,78,84,88,82
139.466,76,72,88,64,74
139.4665,64,62,68,68,58
139.467,70,72,58,70,82
139.4675,66,80,80,68,80
139.46800000000002,66,72,84,84,90
139.469,82,80,84,82,74
139.47,70,76,74,80,76
139.47050000000002,62,76,76,82,84
139.471,68,58,70,68,60
139.47150000000002,72,70,74,72,80
139.472,68,66,74,54,62
139.4725,74,58,76,80,78
139.473,0,64,62,64,64
139.4735,70,74,66,62,70
139.47400000000002,58,66,64,60,56
139.4745,62,52,68,38,56
139.475,58,58,50,48,54
139.4755,74,68,68,68,76
139.476,52,68,46,64,74
139.47650000000002,54,48,76,54,72
139.477,62,68,90,72,58
139.47750000000002,78,60,58,66,84
139.478,58,66,70,56,80
139.4785,70,74,60,6,66
139.479,72,56,76,66,50
139.4795,64,76,62,74,52
139.48000000000002,80,80,70,66,62
139.4805,72,88,74,88,78
139.481,88,66,60,74,58
139.4815,76,56,68,68,68
139.482,72,74,72,70,78
139.48250000000002,78,68,76,82,56
139.4845,74,82,76,70,66
139.485,76,74,86,80,84
139.4875,86,90,88,82,84
139.48950000000002,80,68,86,64,70
139.49,68,78,74,74,54
139.4905,62,64,70,62,76
139.491,62,68,74,78,72
139.4915,84,60,70,60,46
