212.95,344179490.0,97.0,780.0,344179490.0
213.0,344179490.0,98.0,770.0,344179490.0
213.05,344179490.0,94.0,713.0,344179490.0
213.1,344179490.0,88.0,655.0,344179490.0
213.15,344179490.0,95.0,755.0,344179490.0
213.2,344179490.0,94.0,778.0,344179490.0
213.25,344179490.0,91.0,689.0,344179490.0
213.3,344179490.0,92.0,780.0,344179490.0
213.35,344179490.0,96.0,855.0,344179490.0
213.4,344179490.0,93.0,792.0,344179490.0
213.45,344179490.0,97.0,832.0,344179490.0
213.5,344179490.0,95.0,840.0,344179490.0
213.55,344179490.0,89.0,742.0,344179490.0
213.6,344179490.0,87.0,749.0,344179490.0
213.65,344179490.0,93.0,779.0,344179490.0
213.7,344179490.0,97.0,783.0,344179490.0
213.75,344179490.0,94.0,765.0,344179490.0
213.8,344179490.0,92.0,762.0,344179490.0
213.85,344179490.0,84.0,695.0,344179490.0
213.9,344179490.0,92.0,865.0,344179490.0
213.95,344179490.0,97.0,904.0,344179490.0
214.0,344179490.0,94.0,886.0,344179490.0
214.05,344179490.0,98.0,896.0,344179490.0
214.1,344179490.0,96.0,942.0,344179490.0
214.15,344179490.0,94.0,833.0,344179490.0
214.2,344179490.0,93.0,904.0,344179490.0
214.25,344179490.0,99.0,903.0,344179490.0
214.55,344179490.0,95.0,916.0,344179490.0
214.6,344179490.0,99.0,972.0,344179490.0
214.65,344179490.0,97.0,961.0,344179490.0
214.7,344179490.0,98.0,951.0,344179490.0
214.75,344179490.0,95.0,868.0,344179490.0
214.8,344179490.0,91.0,826.0,344179490.0
214.85,344179490.0,90.0,786.0,344179490.0
214.9,344179490.0,84.0,710.0,344179490.0
214.95,344179490.0,96.0,806.0,344179490.0
215.0,344179490.0,95.0,879.0,344179490.0
215.05,344179490.0,99.0,935.0,344179490.0
215.1,344179490.0,96.0,876.0,344179490.0
215.15,344179490.0,98.0,932.0,344179490.0
215.2,344179490.0,99.0,833.0,344179490.0
215.25,344179490.0,99.0,838.0,344179490.0
215.3,344179490.0,100.0,891.0,344179490.0
215.35,344179490.0,90.0,771.0,344179490.0
215.4,344179490.0,90.0,864.0,344179490.0
215.45,344179490.0,98.0,869.0,344179490.0
215.5,344179490.0,98.0,834.0,344179490.0
215.55,344179490.0,92.0,834.0,344179490.0
215.6,344179490.0,91.0,825.0,344179490.0
215.65,344179490.0,96.0,878.0,344179490.0
215.7,344179490.0,96.0,962.0,344179490.0
215.75,344179490.0,96.0,907.0,344179490.0
215.8,344179490.0,88.0,845.0,344179490.0
215.85,344179490.0,95.0,886.0,344179490.0
215.9,344179490.0,89.0,851.0,344179490.0
215.95,344179490.0,87.0,762.0,344179490.0
