236.061,87.0,446.0,871.03465017
236.062,91.0,439.0,871.03465039
236.06300000000002,85.0,432.0,871.03465066
236.064,88.0,441.0,871.03465022
236.065,91.0,468.0,871.03465023
236.066,96.0,459.0,871.03465041
236.067,96.0,483.0,871.03465007
236.068,86.0,472.0,871.0346504
236.06900000000002,91.0,472.0,871.03465009
236.07,96.0,445.0,871.03465044
236.071,90.0,462.0,871.03465031
236.072,89.0,429.0,871.03465014
236.073,92.0,455.0,871.03465025
236.074,94.0,469.0,871.03465034
236.07500000000002,92.0,469.0,871.03465025
236.076,92.0,467.0,871.03465017
236.077,91.0,498.0,871.03465008
236.078,89.0,440.0,871.03465015
236.079,93.0,487.0,871.03465067
236.08,88.0,415.0,871.03465042
236.08100000000002,86.0,460.0,871.03465048
236.082,93.0,455.0,871.03465047
236.083,93.0,501.0,871.03465007
