112.415,198,188,198,196,198,1155,1109,1137,1220,1161
113.38000000000001,196,196,198,198,198,1141,1111,1107,1145,1097
115.83000000000001,196,198,198,198,200,1212,1172,1210,1186,1163
115.88000000000001,196,198,196,198,198,1146,1140,1104,1201,1150
115.98,196,198,198,200,198,1070,1152,1108,1116,1190
116.105,194,198,200,200,198,1097,1128,1152,1141,1075
116.11000000000001,196,196,200,198,200,1181,1098,1087,1160,1155
117.855,198,194,200,198,198,1105,1143,1151,1128,1180
121.34,198,198,194,196,192,1067,1052,1072,1100,1086
121.385,196,196,196,198,194,1145,1029,992,1050,1030
122.41000000000001,194,196,196,194,196,1043,1101,1098,1109,1115
122.415,192,198,194,200,198,1079,1091,1114,1069,1184
