111.5165,90,335,871.0349212,,,
111.517,96,435,871.0349213,,,
111.5175,96,371,871.0349216,,,
111.518,92,359,871.0349212,,,
111.5185,96,388,871.0349217,,,
111.519,98,386,871.0349208,,,
111.5195,92,381,871.0349209,,,
111.52,96,405,871.0349214,,,
111.5205,96,389,871.0349211,,,
111.521,90,362,871.034921,,,
111.5215,98,363,871.0349209,,,
111.522,96,425,871.0349211,,,
111.5225,96,366,871.0349214,,,
111.523,98,389,871.0349211,,,
111.5235,92,400,871.0349211,,,
111.524,96,395,871.0349211,,,
111.5245,90,324,871.0349213,,,
111.525,98,396,871.0349211,,,
111.5255,96,436,871.0349213,,,
111.526,92,369,871.0349211,,,
111.5265,94,401,871.0349211,,,
111.527,96,402,871.0349211,,,
111.5275,96,371,871.0349213,,,
111.528,96,417,871.0349212,,,
111.5285,96,383,871.0349213,,,
111.529,84,321,871.0349216,,,
111.5295,92,356,871.034921,,,
111.53,94,380,871.0349214,,,
111.5305,94,381,871.0349213,,,
111.531,94,361,871.0349217,,,
111.5315,98,377,871.0349212,,,
111.532,100,404,871.0349211,,,
111.5325,96,400,871.0349214,,,
111.533,100,387,871.0349206,,,
111.5335,94,369,871.0349213,,,
111.534,92,411,871.0349209,,,
111.5345,98,359,871.0349214,,,
111.535,98,400,871.0349211,,,
111.5355,98,381,871.0349213,,,
111.536,88,374,871.0349213,,,
111.5365,96,401,871.0349211,,,
111.537,96,373,871.0349214,,,
111.5375,94,314,871.0349209,,,
111.538,98,356,871.0349211,,,
111.5385,100,386,871.0349208,,,
111.539,92,366,871.034921,,,
111.5395,98,371,871.0349208,,,
111.54,98,384,871.0349207,,,
111.5405,98,377,871.0349212,,,
111.541,94,371,871.034921,,,
111.5415,92,369,871.0349215,,,
111.542,94,371,871.0349212,,,
111.5425,96,368,871.0349213,,,
111.543,94,386,871.0349212,,,
111.5435,94,385,871.0349211,,,
111.544,100,408,871.0349211,,,
111.5445,96,420,871.0349208,,,
111.545,94,390,871.0349213,,,
111.5455,94,416,871.0349212,,,
111.546,94,382,871.034921,,,
111.5465,92,346,871.034921,,,
111.547,96,363,871.0349212,,,
111.5475,94,343,871.0349211,,,
111.548,98,403,871.0349212,,,
111.5485,94,406,871.0349211,,,
111.549,96,408,871.0349207,,,
111.5495,4,13,871.0349206,,,
111.55,96,393,871.034921,,,
111.5505,98,406,871.034921,,,
111.551,98,356,871.034921,,,
111.5515,96,404,871.0349212,,,
111.552,100,369,871.0349211,,,
111.5525,96,338,871.0349211,,,
111.553,92,393,871.0349211,,,
111.5535,98,424,871.0349213,,,
111.554,96,369,871.0349206,,,
111.5545,92,366,871.0349212,,,
111.555,94,400,871.0349204,,,
111.5555,100,422,871.0349212,,,
111.556,94,390,871.0349213,,,
111.5565,96,365,871.0349206,,,
111.557,98,371,871.0349211,,,
111.5575,94,378,871.0349208,,,
111.558,94,367,871.0349207,,,
111.5585,92,352,871.034921,,,
111.559,90,367,871.0349209,,,
111.5595,92,366,871.034921,,,
111.56,94,396,871.0349211,,,
111.5605,90,357,871.0349212,,,
111.561,98,378,871.034921,,,
111.5615,98,426,871.0349207,,,
111.562,88,360,871.034921,,,
111.5625,88,369,871.034921,,,
111.563,94,383,871.0349207,,,
111.5635,90,346,871.0349207,,,
111.564,0,3,871.0349207,,,
111.5645,0,1,871.034921,,,
111.565,0,4,871.0349209,,,
111.5655,90,383,871.0349209,,,
111.566,92,409,871.0349212,,,
111.5665,90,362,871.0349205,,,
111.567,94,394,871.034921,,,
111.5675,94,392,871.0349206,,,
111.568,98,412,871.0349211,,,
111.5685,98,402,871.034921,,,
111.569,92,355,871.0349212,,,
111.5695,94,392,871.0349209,,,
111.57,92,378,871.0349207,,,
111.5705,92,374,871.0349211,,,
111.571,86,336,871.034921,,,
111.5715,94,388,871.0349212,,,
111.572,92,376,871.0349209,,,
111.5725,90,361,871.0349209,,,
111.573,100,395,871.0349211,,,
111.5735,98,394,871.0349207,,,
111.574,98,392,871.034921,,,
111.5745,92,396,871.0349214,,,
111.575,96,355,871.0349208,,,
111.5755,86,352,871.034921,,,
111.576,98,351,871.034921,,,
111.5765,96,393,871.034921,,,
111.577,96,414,871.0349211,,,
111.5775,100,360,871.0349209,,,
111.578,96,350,871.0349205,,,
111.5785,98,389,871.0349211,,,
111.579,96,413,871.0349206,,,
111.5795,100,377,871.0349208,,,
111.58,94,370,871.034921,,,
111.5805,94,417,871.0349207,,,
111.581,96,369,871.0349207,,,
111.5815,92,366,871.0349207,,,
111.582,96,389,871.0349208,,,
111.5825,94,397,871.0349209,,,
111.583,96,377,871.034921,,,
111.5835,96,371,871.034921,,,
111.584,96,391,871.0349204,,,
111.5845,94,387,871.0349213,,,
111.585,98,397,871.0349209,,,
111.5855,100,358,871.0349209,,,
111.586,100,413,871.0349208,,,
111.5865,94,383,871.0349205,,,
111.587,94,398,871.0349211,,,
111.5875,94,398,871.0349207,,,
111.588,92,341,871.0349208,,,
111.5885,96,353,871.0349207,,,
111.589,98,420,871.0349207,,,
111.5895,88,375,871.0349208,,,
111.59,98,403,871.0349203,,,
111.5905,98,374,871.0349207,,,
111.591,96,341,871.0349207,,,
111.5915,94,379,871.0349206,,,
111.592,98,367,871.0349208,,,
111.5925,92,385,871.034921,,,
111.593,94,375,871.0349211,,,
111.5935,96,377,871.0349205,,,
111.594,98,415,871.0349206,,,
111.5945,94,419,871.0349208,,,
111.595,94,385,871.0349212,,,
111.5955,98,412,871.0349207,,,
111.596,98,402,871.0349212,,,
111.5965,96,408,871.0349208,,,
111.597,100,411,871.034921,,,
111.5975,94,409,871.0349208,,,
111.598,92,369,871.0349209,,,
111.5985,100,409,871.034921,,,
111.599,92,347,871.0349206,,,
111.5995,98,403,871.0349208,,,
111.6,96,397,871.0349208,,,
111.6005,92,405,871.0349208,,,
111.601,96,396,871.0349204,,,
111.6015,94,381,871.0349205,,,
111.602,90,323,871.0349206,,,
111.6025,96,386,871.0349207,,,
111.603,94,380,871.0349205,,,
111.6035,96,422,871.0349209,,,
111.604,96,400,871.0349205,,,
111.6045,94,363,871.0349207,,,
111.605,90,389,871.034921,,,
111.6055,98,399,871.0349209,,,
111.606,94,362,871.0349208,,,
111.6065,98,371,871.0349207,,,
111.607,98,420,871.0349206,,,
111.6075,100,433,871.0349206,,,
111.608,98,426,871.0349206,,,
111.6085,94,379,871.0349206,,,
111.609,98,460,871.0349209,,,
111.6095,92,344,871.0349208,,,
111.61,98,362,871.0349202,,,
111.6105,96,398,871.0349208,,,
111.611,94,357,871.0349208,,,
111.6115,100,423,871.034921,,,
111.612,100,408,871.0349205,,,
111.6125,94,364,871.0349205,,,
111.613,98,377,871.0349204,,,
111.6135,94,354,871.0349206,,,
111.614,98,420,871.0349207,,,
111.6145,96,371,871.0349207,,,
111.615,96,417,871.0349207,,,
111.6155,94,407,871.0349208,,,
111.616,96,389,871.0349207,,,
111.6165,98,354,871.0349204,,,
111.617,98,393,871.034921,,,
111.6175,94,347,871.0349206,,,
111.618,96,393,871.0349209,,,
111.6185,96,406,871.0349211,,,
111.619,100,372,871.0349208,,,
111.6195,96,390,871.0349206,,,
111.62,98,410,871.0349211,,,
111.6205,94,395,871.0349207,,,
111.621,96,379,871.0349209,,,
111.6215,98,360,871.0349206,,,
111.622,94,373,871.0349208,,,
111.6225,92,338,871.0349207,,,
111.623,94,339,871.0349205,,,
111.6235,96,394,871.0349207,,,
111.624,96,389,871.0349206,,,
111.6245,94,401,871.034921,,,
111.625,98,382,871.0349204,,,
111.6255,88,358,871.0349209,,,
111.626,98,346,871.0349208,,,
111.6265,96,389,871.0349207,,,
111.627,98,411,871.0349209,,,
111.6275,92,376,871.0349205,,,
111.628,94,389,871.0349205,,,
111.6285,98,368,871.0349204,,,
111.629,98,354,871.0349207,,,
111.6295,94,404,871.0349205,,,
111.63,94,361,871.0349205,,,
111.6305,96,376,871.0349211,,,
111.631,98,384,871.0349207,,,
111.6315,96,403,871.0349206,,,
111.632,94,344,871.0349207,,,
111.6325,94,376,871.0349203,,,
111.633,96,369,871.0349206,,,
111.6335,96,354,871.0349206,,,
111.634,98,365,871.0349207,,,
111.6345,96,366,871.0349203,,,
111.635,94,346,871.0349204,,,
111.6355,100,392,871.0349204,,,
111.636,90,339,871.0349211,,,
111.6365,96,365,871.0349208,,,
111.637,94,372,871.0349205,,,
111.6375,100,416,871.0349203,,,
111.638,94,373,871.0349207,,,
111.6385,90,394,871.0349205,,,
111.639,92,370,871.0349205,,,
111.6395,94,397,871.0349202,,,
111.64,96,370,871.0349203,,,
111.6405,98,384,871.0349205,,,
111.641,88,362,871.034921,,,
111.6415,92,361,871.0349201,,,
111.642,94,369,871.0349208,,,
111.6425,92,337,871.0349207,,,
111.643,98,408,871.0349203,,,
111.6435,96,348,871.0349203,,,
111.644,98,360,871.0349208,,,
111.6445,94,361,871.034921,,,
111.645,96,363,871.0349208,,,
111.6455,96,390,871.0349207,,,
111.646,98,367,871.0349201,,,
111.6465,98,359,871.0349207,,,
111.647,96,402,871.0349205,,,
111.6475,94,394,871.0349201,,,
111.648,94,370,871.0349207,,,
111.6485,98,395,871.0349204,,,
111.649,88,374,871.0349207,,,
111.6495,96,369,871.0349209,,,
111.65,98,394,871.0349205,,,
111.6505,94,379,871.0349206,,,
111.651,100,382,871.0349208,,,
111.6515,94,382,871.0349202,,,
111.652,92,354,871.0349204,,,
111.6525,94,349,871.0349202,,,
111.653,90,321,871.0349207,,,
111.6535,100,376,871.0349208,,,
111.654,100,404,871.0349204,,,
111.6545,98,388,871.0349207,,,
111.655,98,378,871.0349205,,,
111.6555,92,345,871.03492,,,
111.656,94,386,871.0349207,,,
111.6565,98,372,871.0349208,,,
111.657,100,389,871.0349207,,,
111.6575,96,391,871.0349204,,,
111.658,96,366,871.0349206,,,
111.6585,98,422,871.0349205,,,
111.659,98,423,871.0349211,,,
111.6595,94,340,871.0349208,,,
111.66,100,391,871.0349204,,,
111.6605,96,412,871.0349208,,,
111.661,94,366,871.0349208,,,
111.6615,100,381,871.0349207,,,
111.662,94,370,871.0349205,,,
111.6625,94,359,871.0349206,,,
111.663,94,359,871.0349204,,,
111.6635,100,389,871.0349204,,,
111.664,96,386,871.0349203,,,
111.6645,94,394,871.0349203,,,
111.665,96,386,871.0349203,,,
111.6655,94,353,871.0349204,,,
111.666,96,396,871.0349207,,,
111.6665,98,408,871.0349207,,,
111.667,92,379,871.0349208,,,
111.6675,98,392,871.0349201,,,
111.668,92,344,871.0349206,,,
111.6685,94,342,871.0349205,,,
111.669,98,394,871.0349202,,,
111.6695,94,385,871.0349204,,,
111.67,94,371,871.0349201,,,
111.6705,90,345,871.0349205,,,
111.671,90,360,871.0349206,,,
111.6715,94,384,871.0349208,,,
111.672,96,394,871.0349203,,,
111.6725,100,356,871.0349206,,,
111.673,98,394,871.0349201,,,
111.6735,96,368,871.0349206,,,
111.674,96,392,871.0349204,,,
111.6745,94,318,871.0349205,,,
111.675,98,339,871.0349206,,,
111.6755,100,392,871.0349207,,,
111.676,96,386,871.0349204,,,
111.6765,92,350,871.0349206,,,
111.677,96,361,871.0349203,,,
111.6775,100,415,871.0349207,,,
111.678,98,390,871.0349204,,,
111.6785,98,404,871.0349207,,,
111.679,88,324,871.0349206,,,
111.6795,96,376,871.0349207,,,
111.68,100,434,871.0349206,,,
111.6805,98,401,871.0349204,,,
111.681,94,391,871.0349204,,,
111.6815,92,335,871.0349208,,,
111.682,96,373,871.0349205,,,
111.6825,96,402,871.0349205,,,
111.683,100,385,871.0349205,,,
111.6835,96,342,871.0349206,,,
111.684,100,395,871.0349206,,,
111.6845,98,421,871.0349209,,,
111.685,96,393,871.0349206,,,
111.6855,98,400,871.0349207,,,
111.686,90,375,871.0349203,,,
111.6865,96,406,871.0349209,,,
111.687,100,343,871.0349202,,,
111.6875,92,390,871.0349203,,,
111.688,92,388,871.0349204,,,
111.6885,90,317,871.0349206,,,
111.689,98,345,871.0349203,,,
111.6895,90,332,871.0349204,,,
111.69,92,344,871.0349204,,,
111.6905,96,334,871.03492,,,
111.691,94,386,871.0349203,,,
111.6915,92,364,871.0349206,,,
111.692,98,394,871.0349207,,,
111.6925,98,402,871.0349208,,,
111.693,94,372,871.0349204,,,
111.6935,98,388,871.0349206,,,
111.694,98,400,871.0349201,,,
111.6945,96,370,871.0349204,,,
111.695,92,370,871.0349204,,,
111.6955,98,391,871.0349208,,,
111.696,92,373,871.0349205,,,
111.6965,96,377,871.0349206,,,
111.697,96,355,871.0349204,,,
111.6975,96,378,871.0349204,,,
111.698,88,316,871.0349206,,,
111.6985,100,344,871.0349205,,,
111.699,96,400,871.0349208,,,
111.6995,88,358,871.0349204,,,
111.7,92,371,871.0349204,,,
111.7005,92,329,871.0349206,,,
111.701,92,359,871.0349201,,,
111.7015,92,324,871.0349203,,,
111.702,92,383,871.0349204,,,
111.7025,98,355,871.0349205,,,
111.703,96,367,871.0349204,,,
111.7035,94,338,871.0349204,,,
111.704,88,354,871.03492,,,
111.7045,96,342,871.0349205,,,
111.705,94,387,871.0349204,,,
111.7055,96,379,871.0349203,,,
111.706,88,338,871.0349205,,,
111.7065,98,401,871.0349205,,,
111.707,90,357,871.0349204,,,
111.7075,90,363,871.0349203,,,
111.708,90,358,871.0349203,,,
111.7085,92,379,871.0349202,,,
111.709,94,353,871.0349203,,,
111.7095,96,364,871.0349201,,,
111.71,94,389,871.0349204,,,
111.7105,92,331,871.0349205,,,
111.711,96,353,871.0349202,,,
111.7115,96,400,871.0349204,,,
111.712,96,383,871.0349204,,,
111.7125,96,398,871.0349206,,,
111.713,92,326,871.0349205,,,
111.7135,92,331,871.0349204,,,
111.714,98,391,871.0349207,,,
111.7145,94,352,871.0349206,,,
111.715,88,344,871.0349207,,,
111.7155,90,391,871.0349208,,,
111.716,92,354,871.0349203,,,
111.7165,98,383,871.0349202,,,
111.717,90,357,871.0349206,,,
111.7175,100,377,871.0349204,,,
111.718,100,370,871.0349207,,,
111.7185,94,401,871.0349201,,,
111.719,96,392,871.0349202,,,
111.7195,94,332,871.0349205,,,
111.72,86,338,871.0349201,,,
111.7205,98,340,871.0349203,,,
111.721,90,386,871.0349204,,,
111.7215,92,366,871.0349202,,,
111.722,96,359,871.0349207,,,
111.7225,98,364,871.0349205,,,
111.723,98,403,871.03492,,,
111.7235,96,385,871.0349203,,,
111.724,94,379,871.0349202,,,
111.7245,94,379,871.0349205,,,
111.725,98,378,871.0349202,,,
111.7255,96,432,871.0349208,,,
111.726,92,323,871.0349205,,,
111.7265,96,390,871.0349204,,,
111.727,98,402,871.0349204,,,
111.7275,96,380,871.0349206,,,
111.728,90,333,871.0349206,,,
111.7285,98,367,871.0349205,,,
111.729,94,355,871.0349203,,,
111.7295,92,376,871.0349204,,,
111.73,98,374,871.0349203,,,
111.7305,92,385,871.0349205,,,
111.731,90,361,871.0349199,,,
111.7315,98,408,871.0349206,,,
111.732,94,365,871.0349204,,,
111.7325,98,401,871.0349205,,,
111.733,96,366,871.0349207,,,
111.7335,96,377,871.0349203,,,
111.734,94,400,871.0349204,,,
111.7345,90,337,871.0349206,,,
111.735,96,389,871.0349202,,,
111.7355,96,374,871.0349207,,,
111.736,92,366,871.0349201,,,
111.7365,96,362,871.0349197,,,
111.737,94,393,871.0349206,,,
111.7375,96,396,871.0349203,,,
111.738,98,413,871.0349202,,,
111.7385,96,400,871.0349205,,,
111.739,96,383,871.0349205,,,
111.7395,96,398,871.0349204,,,
111.74,94,363,871.0349205,,,
111.7405,94,373,871.03492,,,
111.741,96,421,871.0349202,,,
111.7415,98,357,871.03492,,,
111.742,94,341,871.0349204,,,
111.7425,94,354,871.0349203,,,
111.743,96,386,871.0349204,,,
111.7435,92,339,871.0349209,,,
111.744,96,373,871.0349201,,,
111.7445,92,360,871.0349205,,,
111.745,96,376,871.0349203,,,
111.7455,94,363,871.0349198,,,
111.746,98,392,871.0349203,,,
111.7465,96,357,871.0349207,,,
111.747,98,355,871.0349204,,,
111.7475,98,394,871.0349203,,,
111.748,96,402,871.0349203,,,
111.7485,100,369,871.0349205,,,
111.749,98,391,871.0349204,,,
111.7495,94,356,871.0349205,,,
111.75,100,385,871.0349204,,,
111.7505,100,420,871.0349204,,,
111.751,90,342,871.0349202,,,
111.7515,98,364,871.0349204,,,
111.752,100,384,871.0349204,,,
111.7525,90,351,871.0349203,,,
111.753,94,379,871.0349203,,,
111.7535,98,361,871.0349203,,,
111.754,94,357,871.0349205,,,
111.7545,96,360,871.0349203,,,
111.755,96,369,871.0349205,,,
111.7555,96,375,871.0349205,,,
111.756,98,395,871.0349205,,,
111.7565,98,378,871.0349204,,,
111.757,96,361,871.0349203,,,
111.7575,100,381,871.0349206,,,
111.758,96,366,871.0349201,,,
111.7585,96,363,871.0349202,,,
111.759,98,375,871.0349207,,,
111.7595,98,388,871.0349202,,,
111.76,92,352,871.0349205,,,
111.7605,92,372,871.0349205,,,
111.761,94,341,871.0349205,,,
111.7615,92,368,871.0349203,,,
111.762,96,382,871.0349205,,,
111.7625,90,377,871.0349202,,,
111.763,94,351,871.0349205,,,
111.7635,92,337,871.0349202,,,
111.764,94,361,871.0349201,,,
111.7645,94,360,871.0349204,,,
111.765,98,377,871.0349207,,,
111.7655,94,372,871.0349203,,,
111.766,96,375,871.0349203,,,
111.7665,98,361,871.0349202,,,
111.767,94,341,871.0349203,,,
111.7675,98,423,871.0349203,,,
111.768,94,368,871.0349204,,,
111.7685,96,366,871.0349206,,,
111.769,98,377,871.0349202,,,
111.7695,92,331,871.0349203,,,
111.77,96,369,871.0349205,,,
111.7705,98,355,871.0349203,,,
111.771,94,365,871.0349202,,,
111.7715,94,385,871.0349206,,,
111.772,92,335,871.0349202,,,
111.7725,94,376,871.0349206,,,
111.773,98,386,871.0349206,,,
111.7735,94,384,871.0349204,,,
111.774,96,404,871.0349206,,,
111.7745,98,409,871.0349203,,,
111.775,90,358,871.0349205,,,
111.7755,92,345,871.0349203,,,
111.776,98,387,871.0349204,,,
111.7765,92,380,871.0349207,,,
111.777,100,375,871.0349201,,,
111.7775,96,360,871.0349202,,,
111.778,96,363,871.0349206,,,
111.7785,92,357,871.0349201,,,
111.779,96,360,871.0349199,,,
111.7795,100,386,871.0349206,,,
111.78,96,396,871.0349203,,,
111.7805,92,321,871.0349206,,,
111.781,94,379,871.0349207,,,
111.7815,96,397,871.03492,,,
111.782,92,385,871.0349203,,,
111.7825,90,385,871.0349203,,,
111.783,100,417,871.0349206,,,
111.7835,96,367,871.0349201,,,
111.784,100,404,871.0349203,,,
111.7845,92,344,871.0349203,,,
111.785,94,359,871.0349202,,,
111.7855,96,328,871.0349204,,,
111.786,98,372,871.0349203,,,
111.7865,92,358,871.0349205,,,
111.787,90,373,871.0349204,,,
111.7875,94,385,871.0349202,,,
111.788,98,399,871.0349201,,,
111.7885,90,367,871.0349205,,,
111.789,98,354,871.0349205,,,
111.7895,96,373,871.0349203,,,
111.79,88,320,871.0349203,,,
111.7905,96,385,871.0349203,,,
111.791,98,354,871.0349204,,,
111.7915,94,356,871.0349204,,,
111.792,90,356,871.0349202,,,
111.7925,96,373,871.0349203,,,
111.793,92,354,871.0349205,,,
111.7935,88,356,871.0349204,,,
111.794,84,317,871.0349204,,,
111.7945,90,363,871.0349209,,,
111.795,94,380,871.03492,,,
111.7955,98,370,871.0349202,,,
111.796,100,369,871.0349206,,,
111.7965,2,7,871.0349202,,,
111.797,2,11,871.0349205,,,
111.7975,94,334,871.0349203,,,
111.798,100,405,871.0349205,,,
111.7985,90,320,871.0349206,,,
111.799,94,361,871.0349206,,,
111.7995,94,322,871.0349205,,,
111.8,92,323,871.0349203,,,
111.8005,94,360,871.0349207,,,
111.801,90,344,871.034921,,,
111.8015,94,334,871.0349206,,,
111.802,98,383,871.0349208,,,
111.8025,96,383,871.0349202,,,
111.803,98,378,871.0349205,,,
111.8035,96,367,871.0349204,,,
111.804,98,407,871.0349207,,,
111.8045,96,386,871.0349207,,,
111.805,98,354,871.0349207,,,
111.8055,94,362,871.0349203,,,
111.806,94,352,871.0349206,,,
111.8065,96,372,871.0349204,,,
111.807,96,402,871.0349204,,,
111.8075,98,378,871.0349204,,,
111.808,94,369,871.0349208,,,
111.8085,96,361,871.0349204,,,
111.809,98,365,871.0349203,,,
111.8095,94,380,871.0349204,,,
111.81,98,345,871.0349203,,,
111.8105,100,381,871.0349202,,,
111.811,94,349,871.0349206,,,
111.8115,94,345,871.0349208,,,
111.812,94,352,871.0349203,,,
111.8125,96,381,871.0349202,,,
111.813,100,380,871.0349201,,,
111.8135,98,367,871.03492,,,
111.814,94,361,871.0349205,,,
111.8145,96,356,871.0349204,,,
111.815,94,387,871.0349204,,,
111.8155,96,386,871.0349199,,,
111.816,96,403,871.0349206,,,
111.8165,98,378,871.0349206,,,
111.817,96,405,871.0349204,,,
111.8175,100,398,871.0349203,,,
111.818,92,344,871.0349206,,,
111.8185,98,362,871.0349208,,,
111.819,88,351,871.0349207,,,
111.8195,100,360,871.0349206,,,
111.82,94,369,871.0349208,,,
111.8205,94,353,871.0349203,,,
111.821,98,364,871.0349201,,,
111.8215,92,378,871.0349203,,,
111.822,92,357,871.0349204,,,
111.8225,96,391,871.0349204,,,
111.823,94,372,871.0349205,,,
111.8235,92,349,871.0349207,,,
111.824,96,354,871.0349207,,,
111.8245,86,294,871.0349206,,,
111.825,94,334,871.0349204,,,
111.8255,94,355,871.0349201,,,
111.826,92,347,871.0349205,,,
111.8265,96,383,871.0349202,,,
111.827,90,378,871.0349211,,,
111.8275,94,368,871.0349206,,,
111.828,94,333,871.0349206,,,
111.8285,94,338,871.0349207,,,
111.829,92,331,871.0349209,,,
111.8295,98,357,871.0349205,,,
111.83,98,374,871.0349202,,,
111.8305,96,354,871.0349207,,,
111.831,94,356,871.0349204,,,
111.8315,96,383,871.0349208,,,
111.832,90,361,871.0349204,,,
111.8325,92,356,871.0349208,,,
111.833,96,332,871.0349207,,,
111.8335,98,386,871.0349204,,,
111.834,96,353,871.0349204,,,
111.8345,96,377,871.0349207,,,
111.835,94,355,871.0349206,,,
111.8355,90,349,871.0349207,,,
111.836,90,375,871.0349202,,,
111.8365,96,351,871.0349202,,,
111.837,90,369,871.0349207,,,
111.8375,90,353,871.0349208,,,
111.838,98,344,871.0349207,,,
111.8385,96,372,871.0349207,,,
111.839,98,418,871.0349204,,,
111.8395,96,339,871.0349207,,,
111.84,98,380,871.0349207,,,
111.8405,96,390,871.0349204,,,
111.841,96,387,871.0349206,,,
111.8415,96,359,871.0349202,,,
111.842,100,355,871.0349205,,,
111.8425,94,345,871.0349205,,,
111.843,94,346,871.0349207,,,
111.8435,96,358,871.0349204,,,
111.844,94,384,871.0349207,,,
111.8445,92,364,871.0349204,,,
111.845,90,309,871.0349205,,,
111.8455,96,390,871.0349206,,,
111.846,96,404,871.0349201,,,
111.8465,98,368,871.0349202,,,
111.847,96,385,871.034921,,,
111.8475,94,366,871.0349208,,,
111.848,98,384,871.0349209,,,
111.8485,96,367,871.0349206,,,
