99.905,94,92,94,100,96
100.19500000000001,92,98,88,100,96
100.57000000000001,96,90,94,86,90
100.805,90,98,94,94,94
101.85000000000001,96,92,98,94,96
101.935,92,100,98,94,92
102.175,94,82,98,98,90
102.54,96,92,96,92,98
103.18,94,86,96,98,94
103.33500000000001,86,94,96,86,88
103.555,88,96,92,98,88
103.915,90,98,90,96,94
104.04,90,94,92,88,96
104.45,98,92,96,98,98
104.64,98,86,92,96,94
108.575,94,94,88,88,92
109.185,92,92,98,96,96
109.74000000000001,96,92,90,94,96
109.93,90,98,92,96,94
111.51,96,94,98,98,92
111.96000000000001,96,92,88,96,98
112.74000000000001,86,92,96,94,90
113.015,94,100,96,92,94
115.275,88,94,98,98,82
115.51,92,92,98,98,90
115.855,90,96,100,90,96
116.285,90,96,96,84,94
116.555,92,98,96,90,94
117.63,86,90,86,94,90
117.67500000000001,96,88,94,86,94
117.775,84,90,96,94,94
118.06,88,94,94,84,98
118.435,92,94,90,98,98
119.045,88,90,92,94,90
119.19,92,92,96,94,90
121.02000000000001,94,96,92,94,86
121.18,92,94,94,94,96
121.505,88,84,90,94,84
121.915,98,98,92,90,98
122.55000000000001,92,88,94,92,96
122.61500000000001,98,96,94,98,96
124.23,92,94,92,94,100
124.515,90,96,100,90,98
124.67,94,90,92,92,96
