263.805,98,99,99,97,96,593,548,548,543,510
264.105,97,96,98,95,96,537,534,562,563,557
265.365,95,100,98,99,95,582,561,562,608,518
266.495,96,98,99,98,97,569,592,546,598,582
268.22,98,99,97,98,100,577,574,564,562,575
268.94,94,98,94,98,96,571,555,520,549,533
269.05,97,100,98,98,98,589,603,609,596,577
269.575,97,95,97,100,99,541,573,634,543,586
272.755,96,95,97,99,100,568,530,622,590,561
272.875,97,98,95,98,97,557,588,592,519,545
272.88,96,97,98,98,96,537,582,575,593,543
273.18,96,99,96,98,99,561,560,557,544,597
273.235,94,94,99,98,93,506,585,570,561,493
273.535,98,98,97,98,96,532,571,576,578,588
273.97,96,97,99,100,98,503,523,534,580,584
274.0,98,96,96,97,97,554,539,527,530,586
274.49,96,98,96,99,95,599,548,522,610,542
274.58,96,98,97,100,97,549,598,544,595,559
275.4,99,99,96,98,96,553,570,599,605,581
275.95,97,96,98,97,61,564,597,567,570,326
275.955,97,97,98,97,97,563,534,600,534,552
277.2,97,94,99,98,95,579,577,602,549,574
282.38,96,98,97,94,97,517,554,550,511,538
283.015,96,100,93,94,96,504,546,472,543,550
283.03,94,99,99,99,97,537,563,575,548,565
284.215,97,99,99,98,98,548,609,542,619,559
284.305,93,99,98,98,100,597,587,605,585,554
284.405,97,96,97,97,99,577,561,533,579,571
284.66,96,100,99,97,98,585,615,554,548,597
284.8,97,97,97,98,97,607,540,586,629,564
284.905,97,98,96,98,99,621,579,542,585,557
285.26,97,100,99,98,98,581,566,506,592,574
285.905,97,97,98,97,97,596,602,620,564,560
286.775,97,96,97,96,98,577,615,566,613,571
288.67,98,96,96,98,98,540,548,585,534,592
288.95,98,97,98,98,98,573,589,570,554,600
289.36,98,96,95,97,96,545,545,546,523,566
289.38,96,99,96,97,99,476,561,514,508,535
290.58,100,94,97,97,97,550,526,551,504,525
290.765,96,99,96,97,96,517,563,525,526,558
290.945,97,95,96,97,98,486,509,508,478,515
292.795,93,99,99,98,97,459,516,556,510,536
292.855,95,98,95,96,100,523,557,487,505,536
295.07,100,95,96,97,96,502,547,595,552,498
295.55,96,95,93,95,97,479,453,469,483,471
298.315,95,98,95,94,99,538,498,504,494,517
298.41,97,98,97,98,99,504,513,537,526,564
298.735,89,95,100,96,94,453,533,511,545,512
298.825,98,99,97,97,98,516,555,553,592,556
299.365,91,99,98,96,96,439,458,484,480,509
299.905,96,93,94,98,96,455,448,479,479,559
300.19,98,97,92,96,94,553,532,505,510,521
