80.035,82,90,94,98,88,405,513,578,554,458
80.14,80,84,84,86,90,499,467,532,506,530
80.15,88,82,84,74,86,537,450,461,442,501
80.215,80,74,86,80,86,492,473,453,397,485
80.23,74,86,88,84,86,350,452,550,412,434
80.24,84,88,82,78,88,490,507,394,441,471
80.26,84,84,88,86,86,489,475,504,488,484
80.435,96,86,90,84,80,563,454,479,521,470
80.47,90,84,90,88,86,454,474,491,572,457
80.505,88,94,90,90,86,478,534,467,463,484
80.53,86,78,88,98,96,450,397,521,572,576
80.55,90,94,84,88,86,515,506,483,529,427
80.665,84,86,88,92,94,454,415,474,473,487
80.73,84,86,90,86,94,439,434,492,554,559
81.105,84,90,90,78,86,495,524,502,453,510
81.115,90,84,88,90,84,517,406,493,491,433
81.305,90,92,84,88,88,499,537,425,450,495
81.41,90,90,94,88,78,491,487,624,453,451
81.465,88,88,82,84,88,461,531,504,480,524
81.475,90,94,84,92,90,557,476,457,473,480
81.495,100,92,94,86,86,501,513,473,456,427
81.67,94,84,80,84,92,485,487,454,462,575
81.88,88,82,92,90,82,459,391,517,516,437
81.885,94,90,92,86,86,523,436,479,426,406
82.005,88,90,94,84,82,472,547,518,430,376
82.07,86,80,82,88,86,443,459,413,491,419
82.095,80,90,80,86,86,364,527,433,474,415
82.385,92,92,100,88,86,429,460,473,397,390
82.47,88,92,90,90,92,456,473,513,433,478
82.595,92,86,90,94,84,503,424,461,542,395
82.63,88,92,90,84,88,446,460,421,431,413
82.7,92,82,76,86,82,468,454,456,424,449
83.01,90,92,92,96,92,420,500,499,550,464
83.19,86,90,96,40,78,415,417,410,67,357
83.24,86,84,94,88,84,403,363,425,389,356
83.335,86,90,90,88,84,451,433,525,434,384
83.63,86,92,86,94,80,414,445,406,380,432
83.76,90,84,90,92,88,455,432,430,514,479
83.81,90,94,80,90,88,451,444,350,383,360
83.84,84,90,86,94,80,424,462,450,498,416
84.0,86,86,90,90,94,449,383,411,496,507
84.16,94,86,88,90,90,489,478,437,493,524
84.445,90,90,80,86,88,531,428,514,421,517
84.51,88,88,86,90,88,398,488,418,489,394
84.535,88,80,84,88,92,488,368,450,506,479
84.825,92,86,90,88,88,469,411,435,346,395
84.845,74,86,82,82,90,396,491,436,438,467
84.915,94,88,80,78,82,494,419,402,343,367
84.92,88,92,82,94,86,451,409,431,462,465
85.075,94,88,84,76,82,492,507,425,414,414
85.275,88,96,86,96,88,524,482,444,467,447
85.46,84,80,82,94,80,436,405,428,451,433
85.72,86,90,88,94,90,402,489,412,445,399
86.1,92,84,96,88,90,415,447,479,444,451
86.15,88,86,90,82,94,393,462,470,396,412
86.325,86,96,84,80,78,401,397,464,378,440
86.4,96,84,92,86,80,496,417,467,424,360
86.44,84,80,88,82,88,403,367,424,378,369
86.46,92,86,70,82,88,503,389,351,408,412
86.485,76,80,90,82,88,343,423,458,374,434
86.51,86,86,68,94,94,440,473,379,430,400
86.6,70,76,84,90,90,391,400,430,443,465
86.64,88,86,80,84,92,425,363,436,432,459
86.655,92,90,84,90,94,457,449,404,413,477
86.71,88,86,96,80,84,419,401,446,395,436
86.765,80,82,84,80,80,474,421,471,455,394
86.785,78,82,94,84,88,360,388,374,385,411
86.81,92,84,90,82,80,460,406,387,426,323
86.845,82,88,84,80,84,403,455,377,385,362
86.86,84,84,88,94,92,459,407,392,424,434
86.885,88,76,86,84,82,416,383,402,367,393
86.915,80,86,80,88,84,400,412,431,482,434
86.93,94,96,86,80,72,453,427,435,396,409
86.945,90,86,86,92,64,369,408,434,447,349
86.96,84,92,90,90,88,406,493,492,434,475
87.175,88,94,88,94,76,446,512,474,412,322
87.215,90,86,84,84,96,435,351,445,422,502
87.22,86,88,84,88,86,423,454,359,440,376
87.225,86,92,86,94,84,469,443,487,501,452
87.245,90,94,82,84,86,457,484,472,398,397
87.305,76,92,84,74,86,379,411,385,366,467
87.35,92,88,94,92,88,494,413,452,473,415
87.36,92,86,86,82,84,503,421,404,465,474
87.39,80,92,94,84,92,372,374,441,406,504
87.425,86,88,78,82,84,461,411,449,439,438
87.445,86,80,82,82,92,374,374,405,415,489
87.565,88,84,88,88,92,433,421,410,484,466
87.61,82,92,88,76,84,494,536,455,415,436
87.63,92,76,82,92,80,391,370,367,433,375
87.645,84,84,78,90,84,403,416,363,452,407
87.65,82,82,84,90,86,384,397,381,391,462
87.675,80,86,84,86,80,442,447,413,461,419
87.68,74,80,86,86,82,359,349,447,447,380
87.695,86,88,84,82,80,429,423,388,355,341
87.84,84,90,78,82,78,326,404,384,384,345
87.85,92,88,88,84,88,448,401,417,427,375
87.86,88,84,92,80,82,384,405,452,376,414
87.91,88,92,86,86,92,366,453,433,380,523
