120.158,82,94,84,70,82
120.164,94,98,88,72,80
120.1645,96,82,82,88,94
120.1655,96,92,92,92,82
120.17,90,94,86,88,80
120.183,92,92,70,92,94
120.1855,86,76,74,88,88
120.1865,66,64,84,86,92
120.1925,90,88,96,82,96
120.1955,96,78,92,94,90
120.205,88,92,92,82,92
120.2085,94,88,72,78,86
120.2105,94,86,80,86,92
120.21300000000001,84,96,88,84,90
120.2185,84,94,84,92,84
120.22,88,84,88,94,84
120.2265,90,92,82,94,98
120.2275,98,92,84,94,82
120.229,88,82,100,82,76
120.231,88,88,90,84,94
120.24,94,80,90,96,84
120.2405,80,74,94,84,88
120.2455,90,88,92,88,86
120.246,88,82,62,82,92
120.2475,88,94,86,82,92
120.248,76,92,94,92,82
120.2505,90,80,82,96,82
120.254,78,84,80,86,88
120.2585,84,86,88,82,92
120.26350000000001,92,88,88,88,92
120.2735,84,76,90,90,84
120.2745,68,92,90,92,90
120.27550000000001,84,90,94,84,86
120.2795,84,94,86,96,94
120.2855,82,88,90,88,94
120.287,54,86,82,82,90
120.302,92,92,98,94,92
120.31400000000001,86,88,92,86,90
120.316,98,86,92,90,88
120.337,86,92,88,88,94
120.3465,84,80,92,84,90
120.347,92,96,88,96,82
120.3585,92,90,82,82,90
120.427,96,88,90,92,96
120.438,92,92,88,84,90
120.4985,94,84,98,94,98
120.531,86,92,100,94,94
120.536,90,92,92,84,80
120.545,86,86,86,94,96
120.571,80,86,92,92,88
120.6835,92,82,90,86,90
120.685,90,90,94,92,90
120.7015,88,92,98,88,96
120.7375,78,70,84,84,90
120.82300000000001,96,100,100,100,96
120.864,94,100,98,98,98
121.09100000000001,98,96,96,94,96
121.3425,98,90,94,96,90
121.3575,90,88,100,92,96
121.4255,96,84,96,100,90
121.4685,94,92,94,94,88
121.57000000000001,80,86,92,98,96
121.5875,98,98,98,96,100
121.5965,96,96,96,100,98
121.7585,84,80,76,78,76
121.759,74,90,74,72,72
121.7595,82,84,82,72,84
121.761,76,66,82,86,76
121.7615,70,84,74,76,68
121.762,78,84,76,76,82
121.7625,74,82,78,82,84
121.76350000000001,96,100,98,98,96
121.88850000000001,94,96,92,88,92
122.00150000000001,88,98,94,98,92
122.1045,96,98,94,96,98
