116.549,96,92,94,92,90
116.655,92,86,96,94,90
116.849,82,90,90,90,92
116.915,88,88,90,98,94
116.9745,92,92,82,92,82
117.026,86,96,94,90,88
117.058,86,94,96,88,92
117.1595,92,90,86,92,94
117.186,94,94,86,86,90
117.206,92,92,88,94,94
117.211,88,90,90,92,86
117.2415,90,94,90,96,88
117.2655,90,92,94,96,94
117.299,94,92,80,88,92
117.305,92,90,92,82,84
117.319,92,86,86,90,88
117.374,96,82,88,86,84
117.392,88,88,98,92,86
117.3955,90,94,88,90,88
117.399,84,86,82,94,84
117.402,84,90,94,96,82
117.439,90,88,84,82,92
117.4455,82,82,86,90,84
117.448,80,96,84,86,88
117.45,88,92,88,94,96
117.457,86,92,92,80,96
117.4595,88,88,80,90,86
117.4825,90,86,82,94,78
117.505,92,94,84,94,90
117.526,86,92,88,84,92
117.5335,90,86,94,80,98
117.543,92,84,80,82,88
117.559,86,98,84,86,88
117.568,86,96,90,92,84
117.5735,92,96,88,88,76
117.5795,94,86,86,72,92
117.585,94,88,98,90,86
117.589,84,88,88,94,88
117.5925,78,78,90,74,78
117.593,2,78,92,96,92
117.595,80,82,86,94,92
117.609,90,70,90,86,90
117.6105,84,96,92,82,100
117.6195,92,98,88,86,90
117.62,84,92,90,92,90
117.631,94,90,86,92,86
117.6315,78,82,82,84,88
117.632,88,86,88,2,92
117.6385,88,88,88,80,92
117.641,80,80,80,92,90
117.6415,96,82,84,92,86
117.645,82,94,72,92,80
117.647,88,92,94,82,80
117.6475,86,76,88,86,92
117.653,78,66,74,80,88
117.654,82,86,80,96,84
117.6545,98,88,88,80,82
117.655,30,90,82,76,52
117.6565,88,76,78,74,78
117.657,42,86,74,90,84
117.6585,66,82,72,86,76
117.6595,84,80,62,82,96
117.661,94,92,48,86,90
117.662,90,96,66,86,92
117.663,88,90,58,82,90
117.668,76,88,86,82,76
117.6685,86,66,92,72,92
117.6745,78,90,94,88,94
117.6755,90,90,90,90,90
117.7355,88,90,90,88,92
117.741,86,88,82,92,78
117.745,84,92,82,82,94
117.748,78,92,90,90,92
117.7485,96,94,90,54,54
117.749,86,68,86,96,92
117.7495,84,66,84,74,78
117.75,82,76,46,98,88
117.751,82,80,90,70,84
117.7525,72,86,86,90,86
117.753,84,96,70,82,84
117.7535,90,84,86,84,82
117.754,88,84,80,72,94
117.756,78,80,76,78,74
117.758,76,86,80,24,96
117.7595,88,90,82,86,86
117.77,70,86,78,86,92
117.7795,92,84,86,72,92
117.8115,80,86,78,84,96
117.8195,64,92,88,70,94
117.82,98,86,92,82,88
117.8205,80,90,84,70,84
117.821,92,76,98,82,82
117.824,84,78,76,88,64
117.8265,42,60,90,94,66
117.832,88,74,98,74,86
117.8345,96,80,82,82,88
117.839,74,42,84,94,74
117.8395,74,92,90,94,92
117.84,82,96,66,56,84
117.8405,94,66,96,76,78
117.841,70,64,68,84,76
117.8425,92,88,80,88,94
117.844,96,100,84,90,86
117.8455,94,94,84,16,92
117.848,88,68,78,90,84
117.849,90,82,88,82,94
117.8525,84,86,88,90,66
117.8535,70,66,90,88,100
117.8545,74,90,86,88,92
117.8555,96,92,78,88,88
117.8675,88,90,84,92,84
117.868,88,78,88,92,74
117.8695,88,64,92,92,84
117.8735,88,88,92,74,90
117.8745,64,78,86,90,74
117.8785,86,90,82,90,74
117.8795,80,54,50,88,76
117.8805,78,80,76,88,64
117.881,64,92,82,84,76
117.8835,90,62,76,90,92
117.884,94,92,80,90,56
117.885,92,68,94,84,92
117.887,92,94,84,82,92
117.8875,86,74,84,74,96
117.8885,58,50,94,50,94
117.889,90,78,60,66,84
117.89,64,88,60,92,72
117.893,88,72,74,60,62
117.8955,80,96,72,82,72
117.896,88,84,92,90,80
117.899,48,58,70,84,94
117.9,90,74,82,86,60
117.901,90,68,94,74,98
117.905,84,82,74,72,90
117.9055,48,76,84,98,58
117.907,94,86,96,58,88
117.9135,86,82,84,90,80
117.9145,74,84,84,80,90
117.9165,78,90,88,88,82
117.9185,54,92,80,34,94
117.92,92,94,54,48,58
117.9235,72,84,92,86,84
117.9245,92,80,84,74,82
117.9335,88,86,82,82,80
117.935,76,84,70,82,90
117.9355,80,94,78,84,94
117.9365,94,88,92,84,90
117.937,98,94,82,80,86
117.938,48,82,92,82,88
117.9405,90,92,92,94,92
117.941,88,86,88,92,88
117.9435,88,86,90,62,90
117.944,86,72,92,88,96
117.945,90,90,88,76,70
117.9455,94,94,84,86,96
117.951,72,90,74,88,92
117.9525,80,80,80,88,86
117.953,60,90,58,72,78
117.957,84,54,82,80,94
117.96,92,58,86,86,96
117.962,82,88,98,74,88
117.9625,82,88,62,90,90
117.963,86,84,86,82,66
117.9635,84,74,94,98,88
117.965,74,80,80,56,94
117.9675,100,80,88,46,88
117.968,84,64,76,82,88
117.9685,72,90,18,72,80
117.969,78,90,82,76,90
117.9695,50,84,84,86,84
117.9725,80,72,74,84,78
117.973,66,84,42,90,58
117.9735,2,50,84,92,82
117.974,32,84,54,78,56
117.976,82,84,90,86,78
117.9775,88,56,82,60,74
117.979,70,82,94,72,84
117.9805,80,94,72,88,94
117.981,92,88,84,82,92
117.9815,88,90,80,92,90
117.9845,68,74,86,68,92
117.986,84,92,88,80,90
117.9875,74,82,84,96,96
117.989,86,84,88,90,92
117.9985,88,90,92,80,82
118.0045,82,80,90,90,86
118.014,88,62,90,76,92
118.0165,86,76,72,90,96
118.017,90,88,94,96,98
118.024,94,76,84,88,80
118.0265,88,92,92,96,90
118.031,78,84,90,84,44
118.0315,66,52,78,88,86
118.0325,66,82,76,68,82
118.033,92,88,68,86,66
118.036,84,92,92,78,70
118.0385,84,66,86,94,32
118.0395,72,84,80,42,88
118.041,80,94,88,88,76
118.0415,94,74,78,90,84
118.043,78,70,58,90,84
118.044,56,88,38,96,88
118.045,92,94,76,82,70
118.046,76,66,82,68,86
118.0485,84,86,84,94,88
118.0505,98,94,74,90,90
118.0515,70,84,84,88,92
118.052,88,86,86,98,82
118.055,86,80,88,84,90
118.0555,86,92,84,92,80
118.059,88,86,76,96,92
118.063,90,86,90,66,78
118.065,86,66,88,86,94
118.0685,88,90,86,82,92
118.0695,92,88,94,90,92
118.0705,90,78,84,72,88
118.071,72,84,88,90,96
118.0755,90,84,86,84,74
118.083,92,82,86,82,88
118.084,100,92,88,92,90
118.0905,90,72,94,84,86
118.091,86,88,84,88,92
118.0915,74,70,86,90,90
118.096,88,56,86,88,92
118.102,80,78,96,86,88
118.1095,86,82,92,86,88
118.1115,82,88,74,92,80
118.113,94,86,76,86,88
118.1155,78,80,92,72,90
118.1175,84,80,78,84,92
118.137,88,82,88,86,88
118.158,82,88,86,94,94
118.168,92,94,6,92,88
118.1695,88,82,82,90,84
118.1715,90,92,86,96,94
118.19,86,94,80,84,88
118.1905,88,84,92,90,92
118.191,72,88,98,88,88
118.1935,88,88,80,88,80
118.1965,78,96,76,92,94
118.198,86,94,72,92,86
118.1985,66,78,60,72,70
118.1995,92,86,92,60,90
118.2025,82,80,88,68,72
118.2035,54,82,72,76,100
118.204,78,96,90,88,86
118.2055,72,88,92,96,92
118.208,86,64,88,86,90
118.2115,82,88,98,88,92
118.2125,96,84,90,92,98
118.225,92,90,96,94,90
118.2605,86,96,90,80,92
118.261,86,84,88,90,84
118.2705,82,90,88,84,62
118.2745,88,94,94,80,90
118.2795,66,84,86,78,98
118.285,88,90,62,94,76
118.2945,92,90,88,90,86
118.2955,88,86,92,90,92
118.299,90,84,86,90,92
118.332,92,86,82,92,100
118.3445,90,82,92,88,92
118.349,84,90,86,94,94
118.354,90,96,88,92,92
118.366,94,86,84,82,78
118.3865,80,88,84,94,90
118.404,82,74,92,90,80
118.4055,90,92,88,92,92
118.412,76,86,92,90,74
118.4135,90,92,76,90,92
118.4185,80,88,78,84,84
118.4195,86,90,96,94,88
118.459,96,96,90,90,90
118.48,84,96,90,88,90
118.5015,90,82,88,84,88
118.522,90,92,86,92,94
118.524,92,84,84,86,94
118.528,90,92,88,84,86
118.529,82,90,90,92,88
118.5545,78,86,82,86,88
118.56,74,86,86,92,82
118.561,90,94,92,90,86
118.5695,84,82,96,96,94
118.58,88,76,90,92,84
118.6,94,86,92,82,94
118.6105,92,86,90,84,88
118.612,92,90,88,86,92
118.6875,84,96,92,84,86
118.74,88,86,88,94,92
118.741,86,92,86,84,88
118.7475,88,82,92,84,96
118.762,96,90,80,90,92
118.8275,78,82,94,86,94
118.864,92,86,92,84,84
118.877,76,78,94,88,84
118.888,94,98,88,94,98
118.925,88,92,92,78,94
118.95,98,88,90,90,94
119.0205,90,94,88,90,92
119.0435,90,90,94,86,92
119.044,86,82,88,92,86
119.0495,88,98,84,84,92
119.1575,90,86,94,92,94
119.1765,96,86,86,86,84
119.225,88,86,92,88,84
119.2665,90,90,90,88,90
119.3275,92,84,90,88,88
119.3525,92,96,86,90,90
119.376,82,90,90,94,90
119.4455,92,88,94,90,86
119.451,84,90,82,90,92
119.471,86,90,88,94,86
119.481,98,88,84,86,96
