239.01,97.5,1058.0,871.03466141
239.0102,98.0,1059.0,871.03466158
239.0104,97.5,988.0,871.03466179
239.01059999999998,97.0,1042.0,871.03466158
239.0108,97.5,1072.0,871.03466119
239.011,99.0,1091.0,871.03466157
239.0112,97.5,1065.0,871.03466146
239.01139999999998,97.0,1093.0,871.03466173
239.0116,95.0,1146.0,871.03466189
239.0118,95.0,1035.0,871.03466192
239.012,98.5,1121.0,871.03466156
239.01219999999998,99.0,1235.0,871.03466179
239.01239999999999,95.5,1136.0,871.03466178
239.0126,94.5,1096.0,871.0346614
239.0128,97.0,1115.0,871.03466116
239.01299999999998,98.0,1135.0,871.03466131
239.01319999999998,95.0,1086.0,871.03466171
239.0134,98.0,1153.0,871.03466156
239.0136,95.0,1044.0,871.03466175
239.0138,96.5,1052.0,871.03466154
239.01399999999998,98.5,1107.0,871.03466124
239.0142,95.5,1026.0,871.03466171
239.0144,98.5,1114.0,871.03466142
239.0146,93.5,980.0,871.03466183
239.01479999999998,98.0,1054.0,871.03466204
239.015,92.5,996.0,871.03466186
239.0152,96.5,1009.0,871.03466139
239.0154,97.0,1054.0,871.03466156
239.01559999999998,95.0,1004.0,871.03466211
239.01579999999998,97.0,1050.0,871.03466197
239.016,90.0,968.0,871.03466144
239.0162,94.0,1036.0,871.03466174
239.0164,92.5,1067.0,871.03466184
239.01659999999998,95.0,1084.0,871.03466219
239.0168,93.5,1081.0,871.03466145
239.017,92.5,1088.0,871.03466175
239.0172,91.5,1118.0,871.03466154
239.01739999999998,94.0,1051.0,871.03466142
239.0176,92.0,996.0,871.03466169
239.0178,87.0,1011.0,871.03466155
239.018,90.0,934.0,871.03466147
239.01819999999998,88.0,978.0,871.03466109
239.01839999999999,88.5,968.0,871.03466153
239.0186,92.5,964.0,871.03466191
239.0188,89.0,954.0,871.03466172
239.01899999999998,88.5,992.0,871.03466133
239.01919999999998,91.0,983.0,871.03466145
239.0194,87.0,984.0,871.03466147
239.0196,89.5,978.0,871.03466184
239.0198,88.5,1003.0,871.03466166
239.01999999999998,89.0,936.0,871.03466185
239.0202,91.5,1035.0,871.03466159
239.0204,89.0,1011.0,871.03466194
239.0206,93.5,1083.0,871.03466178
239.02079999999998,94.0,1052.0,871.03466133
239.021,92.5,979.0,871.03466154
239.0212,94.0,1031.0,871.03466119
239.0214,93.0,1072.0,871.03466179
239.02159999999998,93.5,1010.0,871.03466143
239.02179999999998,95.0,989.0,871.03466149
239.022,98.0,1047.0,871.03466154
239.0222,95.0,1068.0,871.03466149
239.0224,95.0,963.0,871.03466122
239.02259999999998,93.5,966.0,871.03466173
239.0228,95.0,977.0,871.03466142
239.023,94.0,1042.0,871.03466166
239.0232,96.5,1055.0,871.03466163
239.02339999999998,93.5,1055.0,871.03466166
239.0236,97.0,1089.0,871.0346614
239.0238,94.0,1088.0,871.03466166
239.024,95.0,1038.0,871.03466143
239.02419999999998,98.0,1066.0,871.0346616
239.02439999999999,93.5,1003.0,871.03466179
239.0246,94.5,1044.0,871.03466178
239.0248,95.0,1063.0,871.03466123
239.02499999999998,99.0,1172.0,871.03466104
239.02519999999998,95.0,1119.0,871.03466137
239.0254,96.5,1072.0,871.03466165
239.0256,97.0,1102.0,871.03466149
239.0258,97.0,1132.0,871.03466175
239.02599999999998,95.0,1082.0,871.03466165
239.0262,99.0,1073.0,871.03466152
239.0264,95.5,1038.0,871.03466138
239.0266,94.5,1033.0,871.03466196
239.02679999999998,97.0,1148.0,871.03466141
239.027,98.5,1114.0,871.03466154
239.0272,98.0,1077.0,871.03466169
239.0274,95.5,1080.0,871.03466156
239.02759999999998,97.0,1075.0,871.03466164
239.02779999999998,97.5,1075.0,871.03466145
239.028,94.5,1105.0,871.03466175
239.0282,93.0,1087.0,871.03466168
239.0284,97.5,1122.0,871.03466127
239.02859999999998,98.0,1103.0,871.03466146
239.0288,97.5,1179.0,871.03466133
239.029,96.5,1084.0,871.03466182
239.0292,99.5,1222.0,871.03466177
239.02939999999998,96.0,1192.0,871.03466146
239.0296,97.0,1198.0,871.03466143
239.0298,97.0,1223.0,871.03466165
