129.13649999999998,92,90,86,92,88
129.1825,92,84,88,90,96
129.231,98,92,98,92,96
129.259,92,92,88,96,94
129.317,88,92,88,94,92
129.326,92,92,82,90,90
129.327,84,84,90,88,80
129.3305,84,90,92,84,80
129.3315,86,78,82,88,86
129.33249999999998,88,86,86,82,92
129.33599999999998,70,76,84,82,76
129.3405,2,80,90,78,80
129.34199999999998,80,54,82,86,88
129.3425,84,92,80,80,86
129.3485,88,84,82,76,82
129.3515,80,80,88,88,90
129.352,92,92,82,86,82
129.355,84,90,78,92,84
129.35649999999998,84,78,76,78,88
129.357,82,88,90,86,86
129.3575,92,84,88,82,82
129.3585,100,78,84,76,74
129.35999999999999,82,76,80,86,80
129.3615,80,80,88,74,80
129.362,82,78,72,80,90
129.36249999999998,78,84,76,70,80
129.36499999999998,80,76,80,82,70
129.3675,88,78,72,86,78
129.36849999999998,92,90,90,86,90
129.447,92,92,92,86,96
129.565,88,98,92,90,96
129.58249999999998,100,90,88,92,90
129.635,98,94,100,94,78
129.708,92,82,90,88,92
129.7645,88,92,84,92,92
129.84099999999998,88,90,94,88,92
129.85,94,90,86,92,94
129.888,82,88,84,94,92
129.89,92,86,90,88,96
129.894,94,90,94,92,94
129.904,88,96,92,80,88
129.9315,90,88,90,92,82
129.9375,86,82,94,4,88
129.94799999999998,88,94,94,90,86
129.953,90,94,92,92,94
129.977,96,86,94,96,90
130.035,92,92,92,88,96
130.071,90,90,94,90,90
130.1585,84,84,94,78,92
130.18699999999998,86,88,90,88,88
130.19,88,88,80,86,88
130.2425,88,90,90,90,94
130.2775,90,86,96,90,96
130.3185,88,92,86,86,88
130.3245,86,84,90,90,90
130.32999999999998,94,92,90,86,84
130.3845,82,86,92,94,88
130.46099999999998,88,94,86,90,92
130.5145,88,80,88,96,88
130.5545,86,88,90,92,96
130.577,96,90,86,88,80
130.63549999999998,96,92,94,92,88
130.6435,86,88,86,90,90
130.6735,90,86,90,92,94
130.706,92,96,92,92,86
130.73,88,92,94,88,86
130.73399999999998,80,94,88,90,92
130.78449999999998,90,92,86,96,88
130.7955,98,88,94,92,94
130.9175,88,88,94,90,88
130.946,86,88,80,100,94
130.952,90,90,90,90,90
130.9565,94,90,88,90,96
131.0425,88,88,88,90,94
131.0955,86,88,86,92,80
131.0985,90,82,92,92,90
