210.0,86.0,813.0,344.179518351474,344179520.0
210.05,91.0,879.0,344.1795190987037,344179520.0
210.1,90.0,850.0,344.1795193717116,344179520.0
210.15,95.0,912.0,344.17951956517805,344179520.0
210.2,92.0,918.0,344.17951943092464,344179520.0
210.25,91.0,865.0,344.17951931034463,344179520.0
210.3,98.0,964.0,344.1795193669044,344179520.0
210.35,84.0,862.0,344.1795192009178,344179520.0
210.4,93.0,937.0,344.1795194774315,344179520.0
210.45,95.0,926.0,344.17951973855793,344179520.0
210.5,85.0,835.0,344.17951962964713,344179520.0
