99.0,90.0,89.0,-90.0,90.0,92.0,45.0,82.0,85.0,27.333333333333332,86.0,78.0,-10.75,76.0,80.0,19.0
99.0,90.0,92.0,45.0,92.0,90.0,-46.0,90.0,86.0,-22.5,84.0,81.0,-28.0,68.0,76.0,8.5
99.0,92.0,97.0,18.4,94.0,94.0,-46.0,86.0,85.0,-86.0,77.0,88.0,7.0,72.0,76.0,18.0
99.0,97.0,93.0,-24.25,88.0,90.0,44.0,90.0,77.0,-6.923076923076923,87.0,81.0,-14.5,66.0,78.0,5.5
99.0,92.0,90.0,-46.0,92.0,85.0,-13.142857142857142,86.0,81.0,-17.2,70.0,71.0,70.0,72.0,76.0,18.0
