0.0,0.0,202.02020202020202,404.04040404040404,606.060606060606,808.0808080808081,1010.1010101010102,1212.121212121212,1414.141414141414,1616.1616161616162,1818.1818181818182,2020.2020202020203,2222.222222222222,2424.242424242424,2626.2626262626263,2828.282828282828,3030.3030303030305,3232.3232323232323,3434.343434343434,3636.3636363636365,3838.3838383838383,4040.4040404040406,4242.424242424242,4444.444444444444,4646.464646464647,4848.484848484848,5050.50505050505,5252.525252525253,5454.545454545455,5656.565656565656,5858.585858585859,6060.606060606061,6262.626262626262,6464.646464646465,6666.666666666667,6868.686868686868,7070.707070707071,7272.727272727273,7474.747474747474,7676.767676767677,7878.787878787879,8080.808080808081,8282.828282828283,8484.848484848484,8686.868686868687,8888.888888888889,9090.90909090909,9292.929292929293,9494.949494949495,9696.969696969696,9898.9898989899,10101.0101010101,10303.030303030304,10505.050505050505,10707.070707070707,10909.09090909091,11111.111111111111,11313.131313131313,11515.151515151516,11717.171717171717,11919.191919191919,12121.212121212122,12323.232323232323,12525.252525252525,12727.272727272728,12929.29292929293,13131.31313131313,13333.333333333334,13535.353535353535,13737.373737373737,13939.39393939394,14141.414141414141,14343.434343434343,14545.454545454546,14747.474747474747,14949.494949494949,15151.515151515152,15353.535353535353,15555.555555555555,15757.575757575758,15959.59595959596,16161.616161616163,16363.636363636364,16565.656565656565,16767.676767676767,16969.696969696968,17171.717171717173,17373.737373737375,17575.757575757576,17777.777777777777,17979.79797979798,18181.81818181818,18383.838383838385,18585.858585858587,18787.878787878788,18989.89898989899,19191.91919191919,19393.939393939392,19595.959595959597,19797.9797979798,20000.0
238.09199999999998,94.0,86.0,87.0,83.0,89.0,85.0,87.0,88.0,91.0,79.0,87.0,84.0,99.0,89.0,77.0,78.0,69.0,77.0,83.0,88.0,78.0,91.0,87.0,90.0,75.0,95.0,73.0,83.0,79.0,86.0,67.0,74.0,81.0,70.0,76.0,85.0,89.0,2.0,0.0,85.0,91.0,80.0,76.0,61.0,1.0,77.0,91.0,0.0,63.0,81.0,76.0,73.0,66.0,82.0,56.0,55.0,71.0,79.0,77.0,73.0,72.0,56.0,55.0,76.0,73.0,75.0,76.0,62.0,68.0,81.0,74.0,69.0,68.0,68.0,74.0,74.0,65.0,71.0,60.0,69.0,59.0,71.0,69.0,66.0,76.0,78.0,76.0,72.0,74.0,61.0,67.0,63.0,70.0,67.0,64.0,72.0,66.0,75.0,65.0,73.0
238.093,98.0,84.0,91.0,91.0,91.0,95.0,84.0,93.0,96.0,81.0,95.0,91.0,90.0,87.0,91.0,85.0,78.0,77.0,87.0,89.0,84.0,92.0,92.0,90.0,67.0,90.0,64.0,84.0,76.0,84.0,66.0,80.0,74.0,69.0,69.0,85.0,83.0,0.0,1.0,77.0,80.0,81.0,72.0,71.0,0.0,71.0,88.0,0.0,70.0,76.0,84.0,81.0,64.0,81.0,67.0,69.0,72.0,59.0,78.0,51.0,57.0,68.0,49.0,76.0,80.0,65.0,69.0,64.0,69.0,81.0,81.0,70.0,70.0,68.0,68.0,80.0,68.0,76.0,63.0,75.0,65.0,70.0,62.0,72.0,73.0,73.0,70.0,82.0,67.0,67.0,66.0,53.0,68.0,75.0,67.0,69.0,67.0,65.0,63.0,72.0
238.094,91.0,90.0,91.0,83.0,95.0,95.0,86.0,88.0,96.0,82.0,94.0,82.0,91.0,88.0,90.0,77.0,75.0,89.0,87.0,91.0,84.0,86.0,94.0,84.0,72.0,87.0,77.0,80.0,72.0,85.0,59.0,79.0,57.0,74.0,71.0,88.0,66.0,0.0,0.0,70.0,89.0,89.0,68.0,67.0,0.0,74.0,88.0,1.0,61.0,78.0,79.0,77.0,74.0,84.0,74.0,67.0,72.0,77.0,79.0,44.0,58.0,62.0,34.0,74.0,86.0,75.0,62.0,75.0,74.0,75.0,86.0,76.0,73.0,62.0,63.0,80.0,72.0,68.0,59.0,68.0,62.0,78.0,69.0,66.0,66.0,69.0,59.0,66.0,71.0,75.0,66.0,61.0,83.0,58.0,81.0,71.0,71.0,70.0,62.0,59.0
238.09499999999997,94.0,87.0,95.0,88.0,89.0,92.0,88.0,88.0,96.0,82.0,91.0,82.0,87.0,82.0,86.0,84.0,85.0,87.0,89.0,87.0,76.0,92.0,86.0,85.0,79.0,85.0,79.0,82.0,63.0,81.0,64.0,78.0,64.0,64.0,70.0,78.0,81.0,0.0,1.0,73.0,84.0,83.0,80.0,64.0,0.0,78.0,88.0,2.0,65.0,76.0,86.0,76.0,86.0,87.0,84.0,61.0,61.0,76.0,71.0,48.0,59.0,73.0,48.0,68.0,77.0,70.0,73.0,74.0,84.0,73.0,87.0,78.0,86.0,59.0,49.0,80.0,66.0,67.0,58.0,65.0,70.0,67.0,65.0,75.0,70.0,80.0,75.0,72.0,72.0,68.0,69.0,71.0,78.0,65.0,77.0,68.0,74.0,71.0,70.0,67.0
238.09599999999998,93.0,89.0,87.0,86.0,89.0,88.0,83.0,79.0,97.0,74.0,86.0,84.0,74.0,86.0,82.0,82.0,88.0,74.0,84.0,80.0,81.0,95.0,92.0,92.0,82.0,74.0,85.0,81.0,76.0,81.0,70.0,78.0,65.0,68.0,76.0,60.0,72.0,0.0,1.0,74.0,72.0,85.0,81.0,69.0,0.0,74.0,94.0,0.0,75.0,70.0,85.0,80.0,76.0,87.0,82.0,72.0,68.0,61.0,66.0,64.0,72.0,57.0,55.0,70.0,81.0,72.0,68.0,72.0,86.0,58.0,79.0,88.0,74.0,67.0,67.0,76.0,63.0,59.0,53.0,70.0,79.0,66.0,63.0,70.0,65.0,68.0,65.0,67.0,65.0,63.0,63.0,60.0,64.0,74.0,76.0,75.0,67.0,71.0,74.0,73.0
238.09699999999998,91.0,90.0,89.0,86.0,91.0,86.0,84.0,85.0,97.0,79.0,93.0,83.0,71.0,78.0,84.0,83.0,85.0,84.0,86.0,77.0,80.0,93.0,84.0,75.0,90.0,75.0,82.0,86.0,73.0,81.0,62.0,79.0,79.0,79.0,65.0,71.0,83.0,1.0,0.0,87.0,81.0,91.0,76.0,62.0,1.0,79.0,80.0,1.0,66.0,78.0,85.0,83.0,77.0,84.0,1.0,85.0,64.0,67.0,65.0,61.0,62.0,58.0,68.0,74.0,78.0,78.0,77.0,83.0,77.0,68.0,68.0,78.0,68.0,63.0,68.0,65.0,59.0,60.0,56.0,71.0,64.0,67.0,62.0,81.0,68.0,71.0,70.0,64.0,65.0,56.0,69.0,70.0,70.0,68.0,60.0,70.0,65.0,75.0,68.0,66.0
238.09799999999998,95.0,94.0,86.0,88.0,89.0,85.0,85.0,82.0,93.0,82.0,93.0,75.0,64.0,81.0,83.0,81.0,85.0,76.0,14.0,75.0,84.0,93.0,91.0,90.0,80.0,70.0,74.0,80.0,73.0,78.0,63.0,75.0,83.0,81.0,69.0,64.0,81.0,0.0,0.0,76.0,85.0,89.0,72.0,61.0,0.0,78.0,62.0,0.0,80.0,83.0,74.0,71.0,66.0,80.0,1.0,80.0,74.0,60.0,81.0,77.0,60.0,65.0,72.0,79.0,88.0,67.0,69.0,77.0,79.0,69.0,66.0,73.0,67.0,65.0,75.0,62.0,57.0,72.0,64.0,72.0,62.0,66.0,62.0,81.0,81.0,71.0,77.0,66.0,71.0,71.0,74.0,64.0,66.0,73.0,69.0,82.0,70.0,64.0,66.0,69.0
238.099,91.0,86.0,81.0,87.0,97.0,77.0,77.0,76.0,92.0,74.0,90.0,78.0,49.0,78.0,91.0,75.0,77.0,76.0,79.0,73.0,82.0,98.0,88.0,86.0,84.0,79.0,88.0,77.0,67.0,82.0,70.0,72.0,82.0,70.0,75.0,55.0,77.0,0.0,0.0,81.0,83.0,87.0,74.0,66.0,0.0,76.0,69.0,0.0,83.0,80.0,68.0,62.0,80.0,78.0,17.0,79.0,65.0,55.0,77.0,72.0,74.0,64.0,74.0,68.0,74.0,71.0,65.0,84.0,83.0,73.0,66.0,61.0,64.0,70.0,83.0,73.0,71.0,67.0,70.0,71.0,63.0,69.0,64.0,80.0,70.0,71.0,66.0,61.0,65.0,60.0,69.0,58.0,69.0,78.0,62.0,68.0,75.0,77.0,64.0,67.0
238.1,89.0,85.0,80.0,90.0,93.0,81.0,74.0,84.0,88.0,81.0,93.0,77.0,72.0,80.0,96.0,83.0,83.0,72.0,79.0,78.0,83.0,90.0,96.0,83.0,83.0,80.0,83.0,84.0,80.0,81.0,87.0,72.0,80.0,88.0,72.0,52.0,71.0,0.0,0.0,77.0,88.0,81.0,79.0,59.0,0.0,80.0,79.0,4.0,81.0,80.0,80.0,67.0,80.0,81.0,69.0,69.0,66.0,52.0,78.0,81.0,76.0,76.0,73.0,57.0,69.0,65.0,71.0,87.0,80.0,67.0,70.0,55.0,69.0,69.0,69.0,55.0,59.0,58.0,63.0,70.0,65.0,71.0,64.0,74.0,71.0,77.0,72.0,69.0,77.0,57.0,67.0,67.0,67.0,78.0,76.0,74.0,64.0,73.0,65.0,68.0
