238.09199999999998,83
238.093,88
238.094,87
238.09499999999997,88
238.09599999999998,88
238.09699999999998,80
238.09799999999998,91
238.099,89
238.1,94
238.10099999999997,85
238.10199999999998,89
238.10299999999998,81
238.10399999999998,83
238.105,83
238.106,89
238.10699999999997,87
238.10799999999998,92
238.10899999999998,93
238.10999999999999,92
238.111,93
238.112,87
238.11299999999997,90
238.11399999999998,96
238.11499999999998,92
238.11599999999999,91
238.117,95
238.118,95
238.11899999999997,90
238.11999999999998,89
238.12099999999998,93
238.12199999999999,96
238.123,93
238.124,89
238.12499999999997,86
238.12599999999998,90
238.12699999999998,82
238.128,90
238.129,85
238.13,80
238.13099999999997,76
238.13199999999998,77
238.13299999999998,65
238.134,77
238.135,78
238.136,83
238.13699999999997,61
238.13799999999998,65
238.13899999999998,64
238.14,75
238.141,75
238.142,75
238.14299999999997,72
238.14399999999998,67
238.14499999999998,51
238.146,37
238.147,17
238.148,21
238.14899999999997,33
238.14999999999998,49
238.15099999999998,90
238.152,94
238.153,96
238.154,92
238.15499999999997,89
238.15599999999998,99
238.15699999999998,84
238.158,90
238.159,86
238.16,88
238.16099999999997,83
238.16199999999998,91
238.16299999999998,87
238.164,87
238.165,86
238.166,87
238.16699999999997,95
238.16799999999998,95
238.16899999999998,95
238.17,91
238.171,96
238.172,96
238.17299999999997,95
238.17399999999998,91
238.17499999999998,97
238.176,94
238.177,88
238.178,95
238.17899999999997,97
238.17999999999998,97
238.18099999999998,96
238.182,90
238.183,93
238.184,91
238.18499999999997,92
238.18599999999998,90
238.18699999999998,94
238.188,94
238.189,94
238.19,88
238.19099999999997,91
