238.09199999999998,241.754,89.0,88.0,92.0,91.0,90.0,90.0,85.0,87.0,91.0,88.0,750.0,-2.3
238.093,241.755,86.0,80.0,93.0,93.0,90.0,90.0,86.0,82.0,91.0,93.0,1062.5,-2.857142857142857
238.094,241.756,82.0,85.0,93.0,91.0,96.0,94.0,91.0,90.0,89.0,80.0,1375.0,-7.714285714285714
238.09499999999997,241.75699999999998,90.0,83.0,83.0,81.0,93.0,92.0,92.0,87.0,85.0,85.0,1687.5,-8.714285714285714
238.09599999999998,241.75799999999998,76.0,88.0,83.0,75.0,92.0,91.0,84.0,86.0,89.0,92.0,2000.0,-3.142857142857143
238.09699999999998,241.759,83.0,84.0,90.0,85.0,86.0,93.0,86.0,82.0,87.0,82.0,0.0,0.0
238.09799999999998,241.76,89.0,89.0,80.0,86.0,88.0,98.0,83.0,82.0,78.0,86.0,0.0,0.0
238.099,241.761,86.0,88.0,88.0,78.0,87.0,93.0,79.0,86.0,83.0,91.0,0.0,0.0
238.1,241.762,95.0,90.0,87.0,85.0,86.0,82.0,85.0,83.0,88.0,89.0,0.0,0.0
238.10099999999997,241.76299999999998,84.0,87.0,90.0,91.0,90.0,88.0,84.0,82.0,90.0,90.0,0.0,0.0
238.10199999999998,241.76399999999998,90.0,88.0,86.0,90.0,88.0,92.0,82.0,77.0,86.0,91.0,0.0,0.0
238.10299999999998,241.765,89.0,91.0,86.0,86.0,89.0,84.0,84.0,85.0,85.0,94.0,0.0,0.0
238.10399999999998,241.766,86.0,81.0,87.0,92.0,82.0,85.0,82.0,82.0,86.0,84.0,0.0,0.0
238.105,241.767,89.0,91.0,95.0,93.0,85.0,77.0,85.0,84.0,79.0,83.0,0.0,0.0
238.106,241.768,86.0,85.0,90.0,91.0,81.0,76.0,81.0,82.0,74.0,78.0,0.0,0.0
238.10699999999997,241.76899999999998,88.0,82.0,82.0,89.0,83.0,87.0,92.0,83.0,87.0,84.0,0.0,0.0
238.10799999999998,241.76999999999998,85.0,86.0,86.0,85.0,86.0,80.0,81.0,87.0,71.0,79.0,0.0,0.0
238.10899999999998,241.771,83.0,84.0,95.0,93.0,85.0,93.0,82.0,87.0,85.0,77.0,0.0,0.0
238.10999999999999,241.772,82.0,84.0,95.0,89.0,88.0,83.0,81.0,78.0,82.0,86.0,0.0,0.0
238.111,241.773,85.0,87.0,95.0,87.0,87.0,90.0,85.0,83.0,81.0,87.0,0.0,0.0
238.112,241.774,87.0,97.0,88.0,85.0,87.0,92.0,76.0,76.0,83.0,89.0,0.0,0.0
238.11299999999997,241.77499999999998,89.0,89.0,79.0,84.0,87.0,80.0,76.0,78.0,86.0,85.0,0.0,0.0
238.11399999999998,241.77599999999998,90.0,84.0,87.0,82.0,86.0,82.0,84.0,83.0,91.0,85.0,0.0,0.0
