0.5,179
1,174
1.5,174
2,166
2.5,163
3,153
3.5,146
4,144
4.5,139
5,143
5.5,129
6,113
6.5,106
7,103
7.5,90
8,72
8.5,73
9,66
9.5,58
10,53
10.5,42
11,57
11.5,42
12,40
12.5,42
13,43
13.5,48
14,51
14.5,39
15,58
15.5,63
16,70
16.5,73
17,68
17.5,82
18,99
18.5,91
19,97
19.5,108
20,117
20.5,118
21,129
21.5,151
22,153
22.5,146
23,149
23.5,162
24,163
24.5,158
25,174
25.5,171
26,169
26.5,167
27,165
27.5,161
28,160
28.5,142
29,144
29.5,131
30,142
30.5,128
31,137
31.5,114
32,96
32.5,105
33,90
33.5,92
34,68
34.5,59
35,74
35.5,67
36,54
36.5,39
37,57
37.5,44
38,49
38.5,49
39,45
39.5,55
40,52
40.5,61
41,69
41.5,66
42,79
42.5,87
43,79
43.5,93
44,94
44.5,103
45,118
45.5,134
46,126
46.5,134
47,138
47.5,145
48,151
48.5,152
49,155
49.5,157
50,167
50.5,170
51,163
51.5,158
52,160
52.5,161
53,163
53.5,151
54,147
54.5,148
55,124
55.5,129
56,103
56.5,125
57,109
57.5,95
58,93
58.5,90
59,90
59.5,82
60,87
60.5,80
61,67
61.5,64
62,71
62.5,55
63,56
63.5,54
64,42
64.5,54
65,46
65.5,46
66,62
66.5,60
67,65
67.5,82
68,72
68.5,73
69,87
69.5,77
70,99
70.5,97
71,104
71.5,105
72,126
72.5,129
73,132
73.5,136
74,151
74.5,149
75,156
75.5,147
76,166
76.5,164
77,169
77.5,174
78,150
78.5,154
79,159
79.5,155
80,147
80.5,137
81,136
81.5,135
82,121
82.5,120
83,107
83.5,108
84,102
84.5,87
85,76
85.5,91
86,79
86.5,82
87,73
87.5,67
88,55
88.5,53
89,63
89.5,48
90,68
90.5,67
91,57
91.5,54
92,73
92.5,59
93,65
93.5,82
94,71
94.5,89
95,104
95.5,93
96,102
96.5,114
97,113
97.5,104
98,111
98.5,126
99,147
99.5,146
100,146
100.5,136
101,145
101.5,148
102,152
102.5,152
103,146
103.5,149
104,148
104.5,149
105,149
105.5,158
106,145
106.5,132
107,138
107.5,141
108,124
108.5,112
109,98
109.5,89
110,96
110.5,85
111,91
111.5,77
112,83
112.5,67
113,69
113.5,75
114,66
114.5,65
115,59
115.5,50
116,60
116.5,65
117,60
117.5,60
118,78
118.5,89
119,76
119.5,84
120,89
120.5,89
121,106
121.5,103
122,109
122.5,119
123,120
123.5,123
124,120
124.5,147
125,130
125.5,142
126,129
126.5,124
127,143
127.5,142
128,141
128.5,149
129,138
129.5,141
130,152
130.5,137
131,136
131.5,132
132,135
132.5,124
133,126
133.5,122
134,115
134.5,102
135,97
135.5,112
136,99
136.5,91
137,82
137.5,76
138,79
138.5,71
139,79
139.5,69
140,60
140.5,61
141,53
141.5,62
142,72
142.5,58
143,65
143.5,87
144,87
144.5,83
145,95
145.5,72
146,89
146.5,100
147,111
147.5,106
148,120
148.5,114
149,133
149.5,134
150,133
150.5,118
151,138
151.5,144
152,136
152.5,148
153,139
153.5,135
154,135
154.5,127
155,144
155.5,138
156,144
156.5,122
157,129
157.5,132
158,125
158.5,124
159,113
159.5,115
160,101
160.5,105
161,92
161.5,96
162,107
162.5,89
163,79
163.5,86
164,74
164.5,72
165,71
165.5,61
166,71
166.5,66
167,75
167.5,81
168,76
168.5,74
169,94
169.5,85
170,87
170.5,88
171,80
171.5,105
172,116
172.5,107
173,112
173.5,127
174,139
174.5,117
175,144
175.5,136
176,134
176.5,131
177,135
177.5,132
178,153
178.5,139
179,125
179.5,135
180,147
180.5,133
181,121
181.5,122
182,126
182.5,117
183,114
183.5,110
184,107
184.5,109
185,91
185.5,85
186,82
186.5,102
187,81
187.5,73
188,72
188.5,74
189,79
189.5,71
190,65
190.5,72
191,79
191.5,59
192,75
192.5,77
193,85
193.5,85
194,74
194.5,82
195,93
195.5,118
196,106
196.5,110
197,115
197.5,119
198,114
198.5,130
199,118
199.5,133
200,124
200.5,127
201,132
201.5,137
202,130
202.5,136
203,124
203.5,129
204,115
204.5,116
205,121
205.5,116
206,115
206.5,132
207,107
207.5,104
208,98
208.5,100
209,97
209.5,98
210,96
210.5,90
211,77
211.5,77
212,67
212.5,67
213,73
213.5,74
214,71
214.5,84
215,80
215.5,74
216,78
216.5,75
217,88
217.5,86
218,89
218.5,90
219,100
219.5,90
220,100
220.5,112
221,122
221.5,105
222,118
222.5,114
223,119
223.5,125
224,105
224.5,124
225,136
225.5,120
226,126
226.5,140
227,134
227.5,125
228,130
228.5,129
229,133
229.5,123
230,121
230.5,117
231,117
231.5,108
232,110
232.5,113
233,98
233.5,105
234,69
234.5,88
235,101
235.5,86
236,75
236.5,73
237,85
237.5,98
238,77
238.5,80
239,88
239.5,82
240,86
240.5,75
241,80
241.5,98
242,82
242.5,89
243,89
243.5,87
244,90
244.5,92
245,102
245.5,117
246,109
246.5,131
247,106
247.5,122
248,112
248.5,125
249,128
249.5,119
250,121
250.5,127
251,122
251.5,131
252,122
252.5,115
253,119
253.5,131
254,119
254.5,120
255,100
255.5,112
256,117
256.5,105
257,12
257.5,8
258,9
258.5,6
259,13
259.5,4
260,5
260.5,9
261,13
261.5,11
262,8
262.5,10
263,9
263.5,16
264,11
264.5,8
265,6
265.5,8
266,6
266.5,12
267,7
267.5,13
268,16
268.5,8
269,11
269.5,14
270,6
270.5,12
271,10
271.5,7
272,13
272.5,7
273,10
273.5,13
274,9
274.5,6
275,14
275.5,13
276,121
276.5,117
277,110
277.5,101
278,106
278.5,104
279,101
279.5,105
280,106
280.5,93
281,96
281.5,96
282,92
282.5,78
283,90
283.5,88
284,91
284.5,82
285,93
285.5,85
286,115
286.5,82
287,94
287.5,94
288,90
288.5,93
289,108
289.5,81
290,100
290.5,104
291,122
291.5,107
292,110
292.5,113
293,105
293.5,129
294,114
294.5,127
295,100
295.5,114
296,104
296.5,134
297,111
297.5,115
298,107
298.5,108
299,110
299.5,121
300,105
300.5,109
301,91
301.5,117
302,83
302.5,99
303,93
303.5,101
304,91
304.5,100
305,90
305.5,94
306,88
306.5,84
307,93
307.5,78
308,82
308.5,82
309,89
309.5,92
310,85
310.5,94
311,88
311.5,90
312,106
312.5,87
313,97
313.5,101
314,95
314.5,107
315,93
315.5,109
316,103
316.5,119
317,110
317.5,117
318,119
318.5,132
319,117
319.5,127
320,105
320.5,108
321,132
321.5,112
322,109
322.5,109
323,121
323.5,114
324,92
324.5,105
325,99
325.5,112
326,100
326.5,85
327,94
327.5,98
328,88
328.5,104
329,91
329.5,97
330,85
330.5,89
331,78
331.5,75
332,94
332.5,104
333,87
333.5,98
334,107
334.5,106
335,104
335.5,86
336,90
336.5,96
337,108
337.5,110
338,107
338.5,104
339,114
339.5,106
340,105
340.5,110
341,119
341.5,127
342,109
342.5,102
343,115
343.5,126
344,125
344.5,123
345,116
345.5,102
346,114
346.5,114
347,113
347.5,112
348,95
348.5,82
349,92
349.5,94
350,95
350.5,103
351,90
351.5,93
352,106
352.5,80
353,99
353.5,79
354,89
354.5,90
355,88
355.5,90
356,85
356.5,98
357,93
357.5,79
358,94
358.5,91
359,85
359.5,103
360,77
360.5,85
361,96
361.5,94
362,107
362.5,110
363,102
363.5,107
364,106
364.5,109
365,125
365.5,121
366,113
366.5,119
367,106
367.5,115
368,105
368.5,116
369,127
369.5,109
370,103
370.5,102
371,105
371.5,104
372,91
372.5,111
373,121
373.5,97
374,83
374.5,90
375,99
375.5,84
376,86
376.5,76
377,96
377.5,86
378,92
378.5,93
379,87
379.5,98
380,100
380.5,82
381,81
381.5,99
382,97
382.5,92
383,102
383.5,100
384,100
384.5,91
385,98
385.5,115
386,123
386.5,105
387,115
387.5,113
388,101
388.5,120
389,106
389.5,107
390,108
390.5,107
391,108
391.5,117
392,124
392.5,121
393,123
393.5,124
394,118
394.5,103
395,113
395.5,106
396,118
396.5,100
397,97
397.5,107
398,103
398.5,92
399,106
399.5,93
400,100
