12500.0,238.194,97.0,96.0,87.0,92.0,97.0,93.0,87.0,91.0,88.0,84.0,92.0,89.0,87.0,88.0,88.0,89.0,87.0,93.0,88.0,93.0,84.0,83.0,85.0,84.0,86.0,92.0,89.0,88.0,87.0,87.0,85.0,88.0,76.0,93.0,87.0,89.0,88.0,83.0,80.0,87.0,74.0,88.0,85.0,90.0,87.0,83.0,78.0,81.0,76.0,73.0,72.0,71.0,74.0,79.0,76.0,89.0,85.0,78.0,92.0,84.0,82.0,80.0,79.0,87.0,88.0,85.0,84.0,86.0,89.0,83.0,83.0,81.0,81.0,82.0,89.0,81.0,80.0,83.0,80.0,81.0,76.0,83.0,84.0,84.0,84.0,81.0,79.0,76.0,86.0,93.0,86.0,72.0,83.0,91.0,93.0,90.0,91.0,89.0,91.0,89.0,71.0,1.380952380952381
12500.0,241.85299999999998,86.0,92.0,93.0,90.0,89.0,90.0,84.0,93.0,91.0,91.0,95.0,90.0,91.0,83.0,89.0,89.0,84.0,98.0,86.0,89.0,79.0,90.0,89.0,90.0,86.0,84.0,88.0,81.0,90.0,94.0,84.0,87.0,90.0,87.0,86.0,89.0,89.0,84.0,86.0,89.0,92.0,93.0,82.0,91.0,90.0,90.0,84.0,90.0,83.0,90.0,84.0,86.0,90.0,85.0,84.0,80.0,90.0,76.0,83.0,50.0,89.0,87.0,83.0,84.0,91.0,92.0,82.0,88.0,89.0,82.0,84.0,93.0,79.0,89.0,92.0,87.0,87.0,88.0,82.0,88.0,85.0,88.0,85.0,87.0,91.0,89.0,85.0,91.0,87.0,82.0,80.0,77.0,86.0,90.0,92.0,88.0,92.0,89.0,96.0,86.0,50.0,1.380952380952381
15000.0,238.194,94.0,92.0,90.0,82.0,81.0,92.0,83.0,94.0,87.0,90.0,94.0,87.0,91.0,85.0,91.0,89.0,87.0,88.0,85.0,95.0,87.0,87.0,89.0,89.0,92.0,92.0,87.0,86.0,88.0,84.0,88.0,84.0,85.0,82.0,88.0,88.0,90.0,88.0,81.0,83.0,87.0,86.0,88.0,80.0,89.0,88.0,81.0,80.0,75.0,71.0,66.0,73.0,67.0,70.0,79.0,85.0,87.0,81.0,80.0,82.0,78.0,75.0,77.0,90.0,84.0,84.0,81.0,86.0,89.0,85.0,83.0,84.0,89.0,89.0,91.0,86.0,93.0,87.0,89.0,88.0,88.0,89.0,88.0,87.0,83.0,89.0,86.0,91.0,90.0,94.0,82.0,86.0,87.0,87.0,90.0,83.0,84.0,83.0,84.0,89.0,66.0,-8.5
15000.0,241.85299999999998,90.0,84.0,92.0,83.0,88.0,95.0,88.0,88.0,90.0,88.0,89.0,89.0,88.0,91.0,90.0,84.0,88.0,91.0,90.0,90.0,89.0,92.0,80.0,90.0,88.0,89.0,86.0,91.0,91.0,92.0,90.0,85.0,91.0,85.0,92.0,91.0,87.0,90.0,88.0,87.0,94.0,82.0,88.0,91.0,90.0,87.0,92.0,93.0,80.0,79.0,84.0,88.0,87.0,93.0,85.0,83.0,85.0,78.0,78.0,81.0,85.0,84.0,91.0,87.0,85.0,70.0,77.0,88.0,81.0,87.0,83.0,90.0,86.0,87.0,84.0,90.0,87.0,86.0,87.0,78.0,92.0,90.0,87.0,84.0,86.0,83.0,90.0,83.0,92.0,90.0,88.0,90.0,89.0,88.0,93.0,87.0,85.0,85.0,85.0,89.0,70.0,-8.5
17500.0,238.194,68.0,89.0,89.0,89.0,88.0,91.0,85.0,88.0,87.0,88.0,84.0,84.0,89.0,87.0,84.0,87.0,85.0,76.0,85.0,88.0,88.0,81.0,92.0,88.0,87.0,81.0,89.0,79.0,83.0,90.0,83.0,86.0,84.0,86.0,82.0,92.0,77.0,90.0,87.0,82.0,92.0,81.0,81.0,88.0,80.0,88.0,81.0,84.0,70.0,78.0,72.0,70.0,67.0,67.0,71.0,82.0,80.0,79.0,87.0,79.0,85.0,80.0,80.0,85.0,83.0,79.0,81.0,80.0,91.0,83.0,80.0,86.0,85.0,83.0,88.0,90.0,87.0,89.0,88.0,90.0,83.0,79.0,86.0,89.0,87.0,80.0,90.0,87.0,88.0,94.0,89.0,89.0,83.0,83.0,87.0,91.0,89.0,78.0,81.0,84.0,67.0,2.357142857142857
17500.0,241.85299999999998,88.0,93.0,89.0,53.0,85.0,91.0,89.0,89.0,85.0,84.0,89.0,92.0,85.0,92.0,89.0,89.0,84.0,87.0,86.0,85.0,85.0,95.0,86.0,87.0,82.0,86.0,88.0,86.0,92.0,85.0,88.0,87.0,90.0,85.0,88.0,96.0,81.0,87.0,89.0,91.0,79.0,83.0,83.0,78.0,85.0,87.0,91.0,84.0,88.0,90.0,91.0,81.0,83.0,81.0,78.0,76.0,79.0,84.0,76.0,81.0,80.0,83.0,84.0,81.0,80.0,84.0,78.0,87.0,91.0,80.0,77.0,92.0,90.0,84.0,89.0,89.0,91.0,82.0,88.0,87.0,91.0,88.0,85.0,88.0,89.0,91.0,85.0,75.0,89.0,87.0,85.0,86.0,88.0,85.0,87.0,88.0,84.0,83.0,87.0,84.0,53.0,2.357142857142857
20000.0,238.194,82.0,85.0,80.0,86.0,77.0,87.0,82.0,91.0,84.0,81.0,87.0,85.0,89.0,90.0,84.0,77.0,86.0,85.0,81.0,81.0,89.0,80.0,93.0,86.0,77.0,82.0,83.0,83.0,83.0,78.0,86.0,86.0,84.0,79.0,79.0,86.0,78.0,86.0,81.0,84.0,80.0,78.0,86.0,78.0,85.0,84.0,89.0,74.0,76.0,69.0,53.0,63.0,57.0,66.0,70.0,81.0,75.0,80.0,82.0,87.0,82.0,87.0,80.0,78.0,87.0,82.0,87.0,85.0,86.0,85.0,81.0,84.0,78.0,73.0,77.0,84.0,78.0,85.0,87.0,80.0,77.0,86.0,88.0,88.0,86.0,79.0,87.0,80.0,82.0,83.0,83.0,86.0,83.0,84.0,76.0,83.0,83.0,83.0,82.0,84.0,53.0,-3.9166666666666665
20000.0,241.85299999999998,90.0,81.0,88.0,91.0,82.0,81.0,90.0,84.0,89.0,85.0,87.0,84.0,88.0,87.0,90.0,83.0,86.0,86.0,77.0,85.0,84.0,88.0,77.0,83.0,89.0,84.0,81.0,90.0,84.0,80.0,79.0,84.0,84.0,86.0,89.0,79.0,86.0,85.0,77.0,88.0,85.0,73.0,80.0,78.0,83.0,87.0,81.0,87.0,80.0,83.0,83.0,85.0,79.0,77.0,73.0,79.0,66.0,72.0,65.0,72.0,70.0,77.0,77.0,81.0,87.0,87.0,81.0,81.0,82.0,80.0,85.0,82.0,80.0,81.0,80.0,71.0,79.0,78.0,83.0,80.0,86.0,86.0,85.0,84.0,91.0,87.0,78.0,88.0,94.0,80.0,89.0,79.0,88.0,87.0,75.0,87.0,85.0,75.0,84.0,77.0,65.0,-3.9166666666666665
22500.0,238.194,84.0,86.0,88.0,83.0,85.0,72.0,89.0,88.0,83.0,88.0,89.0,85.0,64.0,86.0,90.0,88.0,88.0,83.0,85.0,87.0,78.0,89.0,90.0,86.0,82.0,82.0,87.0,89.0,83.0,84.0,89.0,88.0,83.0,85.0,75.0,80.0,77.0,83.0,81.0,84.0,88.0,79.0,83.0,83.0,76.0,85.0,77.0,76.0,72.0,71.0,66.0,65.0,67.0,69.0,76.0,81.0,79.0,87.0,87.0,79.0,82.0,84.0,74.0,86.0,78.0,83.0,84.0,83.0,86.0,90.0,84.0,88.0,89.0,79.0,77.0,85.0,87.0,89.0,90.0,88.0,83.0,82.0,87.0,89.0,71.0,81.0,87.0,84.0,81.0,85.0,90.0,84.0,85.0,85.0,80.0,91.0,86.0,89.0,83.0,83.0,64.0,-36.0
22500.0,241.85299999999998,83.0,74.0,85.0,89.0,89.0,84.0,88.0,93.0,87.0,82.0,92.0,84.0,88.0,91.0,86.0,86.0,86.0,85.0,85.0,88.0,86.0,88.0,87.0,80.0,87.0,89.0,92.0,87.0,88.0,88.0,83.0,86.0,87.0,85.0,91.0,83.0,80.0,86.0,81.0,85.0,95.0,91.0,91.0,84.0,76.0,86.0,89.0,80.0,78.0,81.0,82.0,84.0,88.0,84.0,79.0,78.0,65.0,67.0,70.0,67.0,84.0,69.0,82.0,90.0,82.0,83.0,85.0,86.0,82.0,86.0,84.0,88.0,84.0,79.0,76.0,88.0,82.0,85.0,90.0,87.0,87.0,87.0,85.0,89.0,82.0,81.0,89.0,84.0,87.0,84.0,88.0,88.0,89.0,90.0,80.0,85.0,90.0,85.0,83.0,86.0,65.0,-36.0
25000.0,238.194,79.0,85.0,86.0,79.0,83.0,77.0,81.0,83.0,68.0,52.0,85.0,88.0,82.0,94.0,89.0,94.0,82.0,86.0,79.0,84.0,88.0,81.0,86.0,87.0,87.0,83.0,85.0,80.0,83.0,91.0,85.0,80.0,77.0,83.0,86.0,83.0,60.0,86.0,82.0,81.0,81.0,90.0,83.0,85.0,93.0,82.0,87.0,86.0,92.0,79.0,71.0,70.0,63.0,67.0,75.0,84.0,83.0,91.0,85.0,88.0,88.0,76.0,81.0,88.0,84.0,86.0,78.0,83.0,76.0,84.0,93.0,86.0,81.0,89.0,87.0,91.0,89.0,93.0,84.0,90.0,88.0,76.0,84.0,86.0,87.0,84.0,92.0,87.0,80.0,88.0,85.0,85.0,88.0,86.0,87.0,88.0,84.0,83.0,77.0,84.0,52.0,-3.0
25000.0,241.85299999999998,82.0,80.0,76.0,86.0,84.0,89.0,84.0,77.0,73.0,90.0,81.0,71.0,91.0,84.0,80.0,87.0,88.0,87.0,85.0,85.0,91.0,88.0,91.0,84.0,88.0,81.0,89.0,80.0,89.0,83.0,83.0,82.0,80.0,87.0,89.0,81.0,94.0,78.0,86.0,90.0,82.0,83.0,90.0,86.0,89.0,80.0,93.0,90.0,86.0,85.0,85.0,86.0,87.0,87.0,78.0,74.0,68.0,70.0,73.0,74.0,74.0,71.0,82.0,87.0,82.0,94.0,91.0,85.0,90.0,89.0,79.0,69.0,80.0,92.0,89.0,94.0,92.0,93.0,84.0,91.0,87.0,83.0,83.0,91.0,85.0,88.0,88.0,88.0,88.0,93.0,85.0,80.0,86.0,86.0,81.0,90.0,80.0,92.0,73.0,87.0,68.0,-3.0
