0.0,85.0,88.0,28.333333333333332,87.0,86.0,-87.0,88.0,89.0,88.0,87.0,88.0,87.0,87.0,89.0,43.5
24.75,84.0,86.0,42.0,87.0,97.0,8.7,90.0,83.0,-12.857142857142858,97.0,92.0,-19.4,91.0,89.0,-45.5
49.5,94.0,92.0,-47.0,85.0,89.0,21.25,91.0,93.0,45.5,88.0,86.0,-44.0,82.0,89.0,11.714285714285714
74.25,87.0,89.0,43.5,88.0,90.0,44.0,87.0,92.0,17.4,87.0,87.0,-44.0,87.0,86.0,-87.0
99.0,88.0,91.0,29.333333333333332,90.0,84.0,-15.0,93.0,89.0,-23.25,89.0,93.0,22.25,87.0,83.0,-21.75
